@relation dmTraining

@attribute deviceType {1,2,3,4,5,6}
@attribute textProbability numeric
@attribute tweetsPerDay numeric
@attribute favoritesPerDay numeric
@attribute tweetRatio numeric
@attribute chiSquaredMin numeric
@attribute chiSquaredSec numeric
@attribute entropyHours numeric
@attribute entropyMin numeric
@attribute entropySec numeric
@attribute accountRep numeric
@attribute urlRatio numeric
@attribute hashtagRatio numeric
@attribute mentionRatio numeric
@attribute retweetRatio numeric
@attribute replyRatio numeric
@attribute mobileDevice numeric
@attribute webDevice numeric
@attribute appDevice numeric
@attribute miscDevice numeric
@attribute botDevice numeric
@attribute otherDevice numeric
@attribute class_attr {0,1}

@data
1,0.02,11.788947,2.536118,0.062187,0.017296,0.4319,0.390599,0.936251,0.965335,0.896534,0.053571,0.011905,0.27381,0.155779,0.236181,0.904523,0.095477,0,0,0,0,0
1,0.01,2.937234,0.954787,0.0625,0.332036,0.861687,0.229009,0.772742,0.95818,0.399731,0.186528,0.279793,0.974093,0.035,0.68,0.86,0,0.14,0,0,0,0
1,0,21.345748,8.077592,0.061562,0.000434,0.702303,0.378016,0.720611,0.959016,0.438205,0.16,0.18,0.76,0.746193,0.126904,1,0,0,0,0,0,0
2,0.01,4.272164,3.639566,0.0625,0.804605,0.646387,0.20274,0.754476,0.964827,0.394366,0.247863,0.068376,1.538462,0.415,0.575,0.35,0.65,0,0,0,0,0
2,0,101.099379,0.555901,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
3,1,215.236553,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1,218.328407,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1,214.293407,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.02,3.345661,0.592224,0.062187,0.656208,0.186528,0.616014,0.951015,0.949509,0.663895,0.027778,0.072222,0.272222,0.095477,0.18593,0.994975,0,0.005025,0,0,0,0
2,0,18.102484,43.520963,0.061875,0.851793,0.73743,0.246311,0.894339,0.955978,0.29697,0.081081,0.005405,0.951351,0.065657,0.757576,0.378788,0.585859,0.035354,0,0,0,0
3,0.01,13.796932,0.032297,0.062187,0.017296,0.860953,0.506652,0.913418,0.963664,0.636511,0.2125,0.525,0.3,0.19598,0.201005,0.834171,0.01005,0.155779,0,0,0,0
2,0.01,19.374627,32.438806,0.0625,0.622361,0.598272,0.125651,0.836343,0.960812,0.653422,0.038961,0.006494,0.064935,0.23,0.11,0.38,0.605,0,0.015,0,0,0
3,1,217.380066,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0.555235,0.073007,0.0625,0.445993,0.223189,0.409354,0.91666,0.95765,0.466667,0.133333,0.02963,0.785185,0.325,0.36,0.605,0.395,0,0,0,0,0
3,0.94,22.511145,0.000507,0.0625,0.01559,0.189165,0.19344,0.584307,0.934911,0.954043,1,0,0,0,0,0,0,1,0,0,0,1
3,1,23.215559,0,0.0625,0,0,0.084525,0.124232,0.377572,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1,214.774176,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.05,4.947265,3.508461,0.0625,0.278121,0.634388,0.25743,0.815597,0.969234,0.471429,0.0625,0.0625,1.6875,0.12,0.76,1,0,0,0,0,0,0
1,0,72.326531,37.689168,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
2,0.03,13.666145,7.856025,0.0625,0.128573,0.915971,0.099817,0.831366,0.963051,0.524076,0.451613,0.070968,3.354839,0.225,0.695,0.65,0.35,0,0,0,0,0
2,0.04,0.083253,0.001936,0.030312,0.310862,0.074073,0.6405,0.923626,0.900314,0.999771,0.010638,0.095745,0.468085,0.030928,0.43299,0,0.958763,0,0,0.030928,0.010309,0
1,0.01,89.861446,35.046687,0.062187,0.020722,0.275127,0.122374,0.458425,0.96031,0.775367,0.242857,0,0.428571,0.648241,0.085427,1,0,0,0,0,0,0
5,0.81,278.177042,0.001713,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.05,0.944099,0.440994,0.0625,0.0007,0.253523,0.337068,0.688196,0.971422,0.076923,0.015625,0.052083,0.005208,0.04,0.005,1,0,0,0,0,0,0
1,0,7.223116,9.50256,0.062187,0.656208,0.823576,0.078599,0.757141,0.961504,0.645129,0.153374,0,0.957055,0.180905,0.638191,1,0,0,0,0,0,0
3,1,54.65684,0,0.0625,0,0,0.005087,0.38027,0.811111,0.888889,0,0.34,0,0,0,0,0,0.66,0,0.34,0,1
3,0.99,12.596661,0.010105,0.0625,0,0,0.134087,0.153709,0.456306,0.409836,0.005,0,0,0,0,0,0,1,0,0,0,1
2,0.03,61.006536,21.647059,0.0625,0.003235,0.562222,0.029338,0.378435,0.961389,0.335187,0.448276,0.068966,2.022989,0.565,0.385,0,1,0,0,0,0,0
1,0.04,1.75914,0.024731,0.0625,0.278121,0.012978,0.435403,0.90787,0.958277,0.634888,0.64,0,0.345,0,0.13,0.955,0.045,0,0,0,0,0
1,0,2.692997,2.343241,0.062187,0.388886,0.022662,0.186262,0.927996,0.955903,0.223629,0.197917,0.020833,0.583333,0.517588,0.226131,0.703518,0.296482,0,0,0,0,0
2,0.08,66.743107,2.696718,0.0625,0.413163,0.278121,0.005087,0.49971,0.968811,0.606657,0.118557,0.005155,1.036082,0.03,0.9,0.385,0.615,0,0,0,0,0
1,0.02,5.114754,0,0.0625,0.413163,0.457187,0.448745,0.91578,0.961605,0.791807,0.966102,0.751412,0.451977,0.115,0.02,0.57,0,0.43,0,0,0,0
1,0,3.231818,0.891477,0.0625,0.562222,0.538367,0.273612,0.921287,0.946317,0.948586,0.391566,0.548193,1.006024,0.17,0.35,0.82,0.18,0,0,0,0,0
2,0.01,74.754986,77.950499,0.0625,0.000031,0.43492,0.010169,0.173359,0.944268,0.759099,0.344828,0,1.206897,0.71,0.235,0.135,0.865,0,0,0,0,0
3,0,36.817897,3.171464,0.0625,0.574213,0.3043,0.237432,0.916386,0.946043,0.792786,0.578313,0.590361,0.174699,0.17,0.135,0.575,0.005,0.375,0,0.045,0,0
2,0.04,1.773789,0.301499,0.0625,0.878648,0.610318,0.48914,0.92079,0.955332,0.174803,0.743421,0.539474,0.796053,0.24,0.335,0.32,0.275,0.145,0.25,0,0.01,0
2,0.12,0.161166,0.032453,0.061562,0.384779,0.792647,0.617617,0.925924,0.967732,0.459391,0.527027,0.472973,0.824324,0.624365,0.096447,0.42132,0.57868,0,0,0,0,0
1,0,2.423933,0.170376,0.0625,0.295399,0.610318,0.464361,0.919591,0.973367,0.383333,0.175325,0.357143,0.538961,0.23,0.335,0.995,0,0,0,0,0.005,0
2,0.01,11.349973,2.235326,0.0625,0.870307,0.843645,0.102989,0.753808,0.959204,0.74043,0.489796,0.14966,1.44898,0.265,0.425,0,0.995,0,0.005,0,0,0
3,1,218.159825,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.03,4.659489,3.804172,0.0625,0.861687,0.705554,0.303416,0.895268,0.963828,0.231286,0.105263,0.184211,0.828947,0.62,0.235,0.87,0,0.005,0.005,0,0.12,0
5,0.99,35.106269,0,0.0625,0,0.006105,0.137821,0.443692,0.850983,0.997319,1,1.21,0,0,0,0,0,0,0,1,0,1
3,1,23.231392,0,0.0625,0,0,0.084525,0.124232,0.377572,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,4.719353,1.870678,0.0625,0.000033,0.223189,0.294221,0.881631,0.954322,0.723633,0.899408,0.857988,0.674556,0.155,0.13,0.23,0.675,0.095,0,0,0,0
2,0,0.586697,0.426009,0.0625,0.000013,0.963908,0.251246,0.637468,0.956303,0.30703,0.4,0.9,1.25,0.9,0.055,0.625,0.375,0,0,0,0,0
1,0.03,48.274336,5.40708,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
1,0,3.124887,0.166516,0.0625,0.693873,0.922527,0.119661,0.787626,0.970447,0.716981,0.064516,1.080645,0.021505,0.07,0,1,0,0,0,0,0,0
1,0,72.049567,37.325728,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
2,0,99.965732,0.557632,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
1,0,48.566929,2.507874,0.0625,0.223189,0.182866,0.083817,0.671627,0.954091,0.257042,0.211055,0,0.527638,0.005,0.49,1,0,0,0,0,0,0
3,1,213.95657,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,1.464758,10.047907,0.0625,0.253523,0.861687,0.221184,0.880999,0.969503,0.364021,0.060606,0.006061,1.418182,0.175,0.68,0.95,0.05,0,0,0,0,0
1,0.01,8.516949,0.279661,0.0625,0.010781,0.705554,0.140869,0.441659,0.941194,0.733333,0.903061,0.933673,0,0.02,0.005,0.015,0.975,0.01,0,0,0,0
5,1,277.221396,0.001716,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,0.902375,1.325418,0.061875,0.022045,0.869534,0.303446,0.882936,0.96667,0.692982,0.029412,0.139706,0.367647,0.313131,0.262626,0.787879,0.20202,0.010101,0,0,0,0
1,0,2.296788,0.650609,0.062187,0.000164,0.760712,0.383902,0.80827,0.95689,0.581081,0.265823,0.734177,0.481013,0.20603,0.236181,0.949749,0.005025,0.045226,0,0,0,0
3,0.09,15.09408,0.931642,0.0625,0.037647,0.000014,0.243497,0.83439,0.955156,0.309403,0.759162,0.989529,0.900524,0.045,0.11,0.295,0,0.64,0,0.05,0.015,0
1,0.02,52.581633,32.853741,0.0625,0.052605,0.148457,0.056262,0.442788,0.932281,0.007874,0.01,0,1,0,1,1,0,0,0,0,0,0
2,0.01,18.090062,43.488354,0.061875,0.851793,0.73743,0.246311,0.894339,0.955978,0.29697,0.081081,0.005405,0.951351,0.065657,0.757576,0.378788,0.585859,0.035354,0,0,0,0
1,0.02,5.610589,0.737374,0.0625,0.682104,0.479916,0.424533,0.951617,0.973611,0.989067,0.17033,0.126374,0.461538,0.09,0.315,0.675,0,0,0.295,0,0.03,0
1,0.03,0.243405,0.497202,0.0625,0.216042,0.133326,0.580662,0.928577,0.950186,0.134341,0.634483,0.655172,0.503448,0.275,0.15,0.93,0.05,0.01,0,0,0.01,0
3,1,217.222892,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,8.38764,9.101124,0.0625,0.002062,0.00063,0.269418,0.674935,0.945902,0.515581,0.515152,2.030303,1.545455,0.67,0.1,1,0,0,0,0,0,0
1,0,4.575591,4.722047,0.062187,0.771672,0.691947,0.447574,0.933877,0.956038,0.601345,0.119048,0.029762,0.714286,0.155779,0.432161,1,0,0,0,0,0,0
3,1,214.431868,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,8.086331,4.935252,0.0625,0.018685,0.099097,0.083731,0.722779,0.965365,0.555407,0.045,0,0.915,0,0.835,1,0,0,0,0,0,0
1,0,1.949803,1.03248,0.0625,0.010289,0.332036,0.250656,0.539573,0.962705,0.458874,0.08,0,0.64,0.875,0.055,1,0,0,0,0,0,0
1,0.02,4.086882,0.947757,0.0625,0.000664,0.959791,0.293657,0.874548,0.951064,0.672626,0.329843,0.094241,1.617801,0.045,0.84,0.98,0.02,0,0,0,0,0
3,1,214.864835,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,0.03,2.794654,1.788578,0.0625,0.01359,0.361281,0.519229,0.943041,0.963719,0.458,0.879121,1.021978,0.32967,0.09,0.115,0.2,0.03,0.765,0,0,0.005,0
2,0,42.430412,0.001718,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,0
1,0.03,1.362104,0.292654,0.0625,0.048435,0.83424,0.394006,0.881108,0.961454,0.183642,1,0.625899,0.05036,0.305,0.005,0.435,0.03,0.535,0,0,0,0
2,0,4.230832,1.41925,0.0625,0.479916,0.574213,0.048631,0.787051,0.96328,0.502275,0.445946,0.060811,0.898649,0.26,0.35,0.27,0.73,0,0,0,0,0
2,0.05,6.089116,2.044734,0.0625,0.223189,0.773066,0.341105,0.876173,0.952712,0.319697,0.34715,0.336788,1.010363,0.035,0.535,0.225,0.65,0.125,0,0,0,0
3,1,217.389923,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.05,0.204691,0.004264,0.0625,0.286672,0.371353,0.501337,0.971372,0.957182,0.27439,0.020101,0.030151,0,0.005,0,0.98,0.015,0.005,0,0,0,0
3,1,213.849368,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,0.4,27.433333,45.673333,0.0625,0,0.705554,0.060896,0.320954,0.917231,0.544744,0.797297,0.364865,0.540541,0.26,0.125,0.77,0,0.23,0,0,0,1
1,0.03,2.762131,2.021884,0.062187,0.030845,0.583715,0.132847,0.69826,0.948274,0.454545,0.419355,0.096774,0.129032,0.844221,0.050251,1,0,0,0,0,0,0
1,0,67.382418,27.625275,0.0625,0.000352,0.804605,0.010169,0.184376,0.908844,0.517744,0,0.777778,1.555556,0.91,0.09,1,0,0,0,0,0,0
2,0,0.466839,0.106485,0.0625,0.138222,0.021372,0.571981,0.959693,0.959077,0.441397,0.422857,0.588571,0.594286,0.125,0.33,0.305,0.49,0.205,0,0,0,0
1,0,4.318396,2.570755,0.061562,0.374348,0.83332,0.287631,0.810052,0.957303,0.983218,0.327273,0.472727,0.890909,0.720812,0.121827,0.375635,0.624365,0,0,0,0,0
1,0,72.174528,37.471698,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0.01,0.035294,0.021925,0.020938,0.532408,0.337642,0.49723,0.878278,0.843368,0.339286,0.081633,1.244898,0.408163,0.268657,0.208955,1,0,0,0,0,0,0
1,0.01,27.54955,112.459459,0.0625,0.088346,0.562222,0.149798,0.585089,0.935448,0.203883,0.583333,0,0.333333,0.94,0.02,0.99,0.01,0,0,0,0,0
1,0,71.476303,36.624803,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0.01,0.34923,0.042186,0.0625,0.072657,0.503049,0.428271,0.906586,0.964596,0.52968,0.105263,0.4,1.689474,0.05,0.66,0.995,0.005,0,0,0,0,0
1,0.01,5.803922,5.838002,0.062187,0.691947,0.1514,0.332205,0.873997,0.945468,0.325555,0.717742,0.306452,0.83871,0.376884,0.150754,0.934673,0,0.065327,0,0,0,0
1,0.1,1.020228,1.801517,0.0625,0.01559,0.209068,0.250361,0.804016,0.946106,0.632124,0.311475,0.442623,1.393443,0.39,0.38,0.95,0.05,0,0,0,0,0
1,0.02,0.217009,0.678152,0.061562,0.137342,0.654286,0.447359,0.955855,0.94744,0.152104,0.086022,0,1.086022,0.055838,0.817259,0.994924,0,0,0,0,0.005076,0
3,0.05,0.654476,0.004876,0.0625,0,0.059461,0.210812,0.581005,0.948795,0.700413,0.361111,1.777778,1.194444,0.82,0.005,0.95,0,0.05,0,0,0,0
1,0.05,5.441389,0.563435,0.0625,0.253523,0.705554,0.091181,0.80067,0.956309,0.600295,0.440367,0.33945,0.724771,0.455,0.315,0.88,0.12,0,0,0,0,0
1,0.15,0.336649,0.073451,0.0625,0.000018,0,0.528107,0.951382,0.959182,0.379048,0.956989,1.22043,0.741935,0.07,0,0.34,0.005,0,0,0,0.655,0
2,0,39.939555,16.779427,0.0625,0.075584,0.878648,0.034071,0.609046,0.970146,0.721373,0.070922,0,1.205674,0.295,0.53,0.455,0.545,0,0,0,0,0
3,0.01,0.396825,0.005456,0.0625,0.075584,0.021372,0.555059,0.956765,0.96492,0.7,1,0.845,0.585,0,0.005,0,0.01,0.865,0,0.125,0,0
1,0,71.875591,37.117323,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
3,1,213.59846,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0.894857,0.977143,0.0625,0.115149,0.054808,0.530263,0.92811,0.969665,0.975745,0.191358,0.061728,1.296296,0.19,0.54,0.53,0.41,0.055,0,0,0.005,0
3,1,216.015359,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,13.8,0.6,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
1,0.02,0.408627,0.817253,0.0625,0.17076,0.922527,0.588859,0.960601,0.956646,0.400593,0.177778,0.127778,0.677778,0.1,0.29,0.695,0.305,0,0,0,0,0
3,1,212.970831,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,1.148677,1.006878,0.0625,0.574213,0.088346,0.370988,0.901953,0.962464,0.475113,0.206522,0.179348,0.657609,0.08,0.47,0.525,0.455,0.005,0,0,0.015,0
1,0.04,1.195226,1.1017,0.0625,0.413163,0.423975,0.334505,0.911039,0.95986,0.723577,0.526786,0.151786,0.625,0.44,0.215,0.675,0.325,0,0,0,0,0
3,0,0.078947,0.052632,0.022187,0.671596,0.671596,0.597046,0.891901,0.8627,0.041667,0.985915,1.957746,0.084507,0,0,0.140845,0.014085,0.84507,0,0,0,0
1,0.01,2.228203,1.619409,0.0625,0.110944,0.164949,0.177319,0.865932,0.947859,0.567669,0.046875,0.020833,0.984375,0.04,0.645,1,0,0,0,0,0,0
3,0.01,8.100606,1.301463,0.0625,0.878648,0.43492,0.196515,0.899963,0.970434,0.650746,0.385093,0.714286,0.621118,0.195,0.3,0.395,0.4,0.205,0,0,0,0
2,0,1.195751,4.437478,0.0625,0.012978,0.538367,0.30231,0.919495,0.963419,0.480014,0.31677,0.186335,1.031056,0.195,0.43,0.955,0.025,0,0.02,0,0,0
3,0.14,0.675093,0.014505,0.0625,0.586234,0.148457,0.736996,0.951591,0.96334,0.744306,1,0.91,0.09,0,0,0,0,1,0,0,0,0
1,0,190.220577,45.152767,0.0625,0,0.670258,0.023151,0.170393,0.901186,0.502789,1.055556,0.222222,0.888889,0.91,0,0.995,0,0,0,0,0.005,0
1,0,3.591155,0.325799,0.0625,0.001118,0.852797,0.488711,0.81182,0.959528,0.471989,0.403509,0.906433,0.631579,0.145,0.385,0.67,0.015,0.315,0,0,0,0
3,1,213.687569,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,4.759751,0.236971,0.0625,0.351369,0.658348,0.441039,0.905633,0.968469,0.486216,0.189189,0.054054,0.547297,0.26,0.4,0.44,0.54,0,0,0,0.02,0
1,0,40.010972,11.889519,0.0625,0.008525,0.878648,0.034973,0.585054,0.968691,0.701519,0.248619,0,0.701657,0.095,0.75,0.16,0.84,0,0,0,0,0
3,1,215.921558,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.02,72.267661,37.640502,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0.04,51.134615,0.423077,0.06125,0.04849,0.726347,0.159033,0.75249,0.960152,0.464802,0,0,1.284091,0.102041,0.892857,1,0,0,0,0,0,0
1,0,4.634097,3.752695,0.0625,0.861687,0.705554,0.303416,0.895268,0.963828,0.231286,0.105263,0.184211,0.828947,0.62,0.235,0.87,0,0.005,0.005,0,0.12,0
3,0.09,10.589687,0.051124,0.0625,0.351369,0.598272,0.484958,0.915508,0.966723,0.601504,0.041026,0.107692,0.292308,0.025,0.22,0.94,0.025,0.035,0,0,0,0
3,1,218.429978,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1.044834,0.076708,0.0625,0.014894,0.526524,0.453138,0.889977,0.959328,0.477835,0.993464,2.169935,0.490196,0.235,0.005,0.99,0.01,0,0,0,0,0
5,0.98,138.721528,0.002204,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
2,0.01,42.697138,0.315183,0.0625,0.048435,0.705554,0.393676,0.905614,0.969248,0.551209,0.335052,0.046392,1.329897,0.03,0.74,0.2,0.675,0,0,0.125,0,0
2,0.1,2.6375,2.9,0.0625,0.030376,0.646387,0.337097,0.784448,0.955016,0.42029,0.917647,0.341176,0.211765,0.575,0.005,0.35,0.625,0.025,0,0,0,0
3,0.15,0.889439,0.016502,0.0625,0.974557,0.017862,0.490939,0.867837,0.955168,0.465517,0.974359,0.14359,0.707692,0.025,0.005,0.04,0,0.7,0.005,0,0.255,1
3,1,218.522715,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,74.860449,78.077608,0.0625,0.000031,0.43492,0.010169,0.173359,0.944268,0.759099,0.344828,0,1.206897,0.71,0.235,0.135,0.865,0,0,0,0,0
2,0,61.06199,21.673736,0.0625,0.003235,0.562222,0.029338,0.378435,0.961389,0.335187,0.448276,0.068966,2.022989,0.565,0.385,0,1,0,0,0,0,0
3,1,213.310402,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,71.874803,37.116535,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0,52.060683,65.351454,0.0625,0.075584,0.189165,0.074687,0.683047,0.944136,0.762512,0.333333,0.074074,0.185185,0.595,0.11,0.88,0,0.12,0,0,0,0
2,0,1.630528,1.230147,0.0625,0.057092,0.361281,0.524928,0.909931,0.962429,0.635556,0.822034,0.79661,0.847458,0.41,0.135,0.355,0.645,0,0,0,0,0
5,0.9,0.602597,0.011688,0.0625,0,0.55027,0.130807,0.869921,0.950293,0.437321,1.005,5.285,0.005,0,0,0,0.005,0.005,0,0.945,0.045,1
1,0.05,2.043651,13.015873,0.0625,0.693873,0.705554,0.39014,0.823072,0.964942,0.320136,0.087719,0.210526,0.929825,0.715,0.205,1,0,0,0,0,0,0
2,0,9.411643,5.61313,0.0625,0.003079,0.610318,0.131202,0.786299,0.962481,0.661376,0.018018,0,0.540541,0.445,0.34,0.515,0.485,0,0,0,0,0
3,0.1,7.518839,2.613791,0.0625,0.967736,0.55027,0.275983,0.89728,0.959964,0.423817,0.303704,0.77037,0.192593,0.325,0.045,0.96,0,0.03,0.01,0,0,0
1,0,2.18538,0.145505,0.0625,0.106869,0.479916,0.168957,0.678489,0.965071,0.596113,0.946108,1.820359,0.850299,0.165,0.005,0.98,0,0,0,0.015,0.005,0
1,0,9.559073,1.016562,0.060937,0.186561,0.332524,0.058241,0.625217,0.961306,0.58508,0.546667,0.066667,0.16,0.615385,0.076923,1,0,0,0,0,0,0
1,0,13.275132,4.653199,0.0625,0.007394,0.886705,0.290577,0.814074,0.969495,0.567984,0.048544,0.058252,0.504854,0.485,0.21,0.9,0.1,0,0,0,0,0
2,0,0.895341,0.102744,0.062187,0.301254,0.963894,0.545416,0.953759,0.973524,0.914853,0.822917,0.052083,0.958333,0.517588,0.105528,0.59799,0.40201,0,0,0,0,0
1,0.01,12.425856,2.821293,0.0625,0.002787,0.634388,0.182496,0.737254,0.959887,0.570292,0.020833,0,0.875,0.04,0.615,0.585,0.005,0,0.41,0,0,0
1,0.04,4.558667,0.285333,0.0625,0,0.728599,0.056262,0.442612,0.788758,0.854966,0.550802,0.513369,1.791444,0.065,0.43,1,0,0,0,0,0,0
1,0.03,14.892841,2.782609,0.060937,0.000047,0.532589,0.123492,0.537243,0.963651,0.768309,0.25,0,1.25,0.979487,0.010256,1,0,0,0,0,0,0
1,0,44.024145,52.334004,0.0625,0.610318,0.503049,0.150795,0.730406,0.964701,0.759568,0.3125,0.0625,0.4375,0.6,0.18,1,0,0,0,0,0,0
1,0.02,21.785714,4.816109,0.0625,0.332036,0.457187,0.127184,0.803906,0.963241,0.840312,0.040936,0,1.157895,0.145,0.515,0.36,0.64,0,0,0,0,0
2,0.01,16.148633,5.24673,0.0625,0.000039,0.55027,0.139201,0.609185,0.963392,0.39889,0.714286,0,0.785714,0.93,0.02,0.58,0.42,0,0,0,0,0
1,0,12.009629,2.8026,0.0625,0.003752,0.176732,0.242965,0.836745,0.967377,0.4947,0.493151,0.082192,0.438356,0.635,0.115,0.465,0.5,0.035,0,0,0,0
1,0.01,13.447055,3.828892,0.0625,0.295399,0.955381,0.153219,0.720729,0.973345,0.763237,0.182432,0.567568,0.72973,0.26,0.34,0.54,0.455,0.005,0,0,0,0
3,1,216.660822,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.02,71.750197,36.949567,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
3,0,1.061862,0.173666,0.0625,0.423975,0.027846,0.593955,0.968979,0.956405,0.306295,0.968421,0.684211,0.205263,0.05,0.03,0.09,0.05,0.86,0,0,0,0
1,0.02,0.495928,0.256561,0.062187,0.000173,0.301254,0.595016,0.870919,0.962809,0.164491,0.072727,0.109091,0.6,0.723618,0.085427,0.648241,0.351759,0,0,0,0,0
1,0.01,3.456221,0.554059,0.0625,0.159296,0.610318,0.479951,0.917461,0.969284,0.524351,0.283019,0.993711,0.09434,0.205,0.065,0.68,0.12,0.2,0,0,0,0
1,0,39.861708,2.223677,0.062187,0.0028,0.511938,0.16954,0.7814,0.956038,0.829823,0.327731,0.033613,1.260504,0.40201,0.527638,0.98995,0.01005,0,0,0,0,0
1,0,72.220126,37.538522,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0.02,10.018843,2.542396,0.0625,0.269745,0.81471,0.179957,0.774231,0.959654,0.576698,0.472527,0.769231,1.725275,0.545,0.325,0.63,0.365,0.005,0,0,0,0
1,0,1.111796,6.998356,0.0625,0.622361,0.922527,0.178942,0.852262,0.960197,0.68095,0.14881,0.02381,0.39881,0.16,0.255,0.97,0.015,0.015,0,0,0,0
1,0,0.320093,1.820093,0.0625,0.3043,0.574213,0.655122,0.941476,0.9568,0.168986,0.026455,0.216931,0.433862,0.055,0.355,1,0,0,0,0,0,0
3,1,216.464364,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
2,0,75.048026,78.286019,0.0625,0.000031,0.43492,0.010169,0.173359,0.944268,0.759099,0.344828,0,1.206897,0.71,0.235,0.135,0.865,0,0,0,0,0
1,0.01,39.94316,11.824176,0.0625,0.008525,0.878648,0.034973,0.585054,0.968691,0.701519,0.248619,0,0.701657,0.095,0.75,0.16,0.84,0,0,0,0,0
