@relation dmTraining

@attribute deviceType {1,2,3,4,5,6}
@attribute textProbability numeric
@attribute tweetsPerDay numeric
@attribute favoritesPerDay numeric
@attribute tweetRatio numeric
@attribute chiSquaredMin numeric
@attribute chiSquaredSec numeric
@attribute entropyHours numeric
@attribute entropyMin numeric
@attribute entropySec numeric
@attribute accountRep numeric
@attribute urlRatio numeric
@attribute hashtagRatio numeric
@attribute mentionRatio numeric
@attribute retweetRatio numeric
@attribute replyRatio numeric
@attribute mobileDevice numeric
@attribute webDevice numeric
@attribute appDevice numeric
@attribute miscDevice numeric
@attribute botDevice numeric
@attribute otherDevice numeric
@attribute class_attr {0,1}

@data
1,0,30.324031,1.405426,0.0625,0.94034,0.216042,0.19111,0.849158,0.968466,0.625378,0.120482,0,0.710843,0.585,0.255,1,0,0,0,0,0,0
3,1,218.060208,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.03,4.971868,0.122281,0.062187,0.886161,0.121816,0.310363,0.885199,0.951589,0.371638,0.243243,0.858108,0.304054,0.256281,0.165829,0.984925,0.01005,0.005025,0,0,0,0
1,0.03,1.532498,0.050901,0.0625,0.804605,0.34162,0.160011,0.787586,0.964404,0.847605,0.04,0.428571,0.394286,0.125,0.035,0.455,0.545,0,0,0,0,0
3,1,218.811816,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,2.117509,3.735605,0.0625,0.002399,0.40249,0.273542,0.795881,0.953933,0.307985,0.120419,0.036649,1.465969,0.045,0.95,1,0,0,0,0,0,0
2,0.06,8.522657,3.591782,0.0625,0,0.245676,0.056283,0.138157,0.788508,0.493109,0.878307,3.444444,0.074074,0.055,0.02,0,1,0,0,0,0,0
1,0.02,16.381258,13.554985,0.0625,0.091813,0.804605,0.179919,0.818267,0.961945,0.665405,0.173913,0,0.486957,0.425,0.27,0.99,0,0.01,0,0,0,0
1,0.03,37.966887,13.276751,0.0625,0.245676,0.783772,0.213775,0.828286,0.964215,0.528054,0.222222,0.232323,1.383838,0.01,0.725,0.98,0,0.02,0,0,0,0
1,0,43.661364,198.813636,0.0625,0.106869,0.081749,0.078593,0.766148,0.961561,0.425332,0.435,0,4.555,0,1,1,0,0,0,0,0,0
1,0,6.642261,6.008341,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
2,0.03,9.811833,5.177498,0.0625,0.081749,0.762183,0.297192,0.914393,0.957297,0.191734,0.356784,0.045226,1.090452,0.005,0.655,0.07,0.915,0.015,0,0,0,0
1,0,71.920472,37.177165,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
5,0.63,137.992598,0.002221,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
2,0.01,28.251878,12.933564,0.0625,0.562222,0.586234,0.113659,0.838917,0.964778,0.569106,0.260116,0.485549,1.312139,0.135,0.715,0.295,0.69,0,0.015,0,0,0
3,0.04,0.798892,0.064266,0.0625,0.005031,0.238006,0.618992,0.964879,0.953309,0.554947,1,0.39,0.38,0,0.015,0.01,0.06,0.855,0,0,0.075,0
1,0.05,1.971216,0.21737,0.0625,0.23051,0.43492,0.543361,0.959111,0.959302,0.501139,0.504425,0.132743,0.858407,0.435,0.245,0.825,0.165,0.01,0,0,0,0
1,0,48.278689,2.45082,0.0625,0.223189,0.182866,0.083817,0.671627,0.954091,0.257042,0.211055,0,0.527638,0.005,0.49,1,0,0,0,0,0,0
1,0,5.072053,0.736776,0.062187,0.104895,0.620022,0.460559,0.892636,0.969561,0.36974,0.111111,0.031746,0.634921,0.366834,0.376884,0.738693,0.261307,0,0,0,0,0
3,0.05,0.541509,0.7,0.0625,0.050481,0.83424,0.606557,0.944655,0.956775,0.347561,0.284024,1.964497,0.491124,0.155,0.225,0.645,0.155,0.195,0,0,0.005,0
3,1,213.072097,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1,215.390779,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,0.02,0.13313,0.034483,0.0625,0.824592,0.413163,0.663817,0.945049,0.962316,0.378205,0.99,0.685,0.065,0,0.015,0.02,0.56,0.42,0,0,0,0
2,0.01,6.840142,1.478153,0.0625,0.32262,0.610318,0.112302,0.820827,0.961015,0.906211,0.03352,0,0.184358,0.105,0.395,0.995,0,0.005,0,0,0,0
1,0,31.84596,48.234007,0.062187,0.04165,0.41011,0.318038,0.83741,0.953035,0.975473,0.118519,0.037037,0.674074,0.321608,0.361809,0.994975,0.005025,0,0,0,0,0
1,0,20.231899,0.117486,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
5,1,280.755265,0.001707,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
5,0.96,278.032571,0.001714,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.01,5.522052,6.661566,0.0625,0.012392,0.216042,0.189947,0.787845,0.957974,0.627156,0.692308,0.923077,1.115385,0.48,0.23,0.855,0.115,0.03,0,0,0,0
5,0.99,278.994863,0.001712,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,1.788072,1.041691,0.061562,0.384779,0.090603,0.635246,0.936495,0.962256,0.391481,0,0.105882,0.517647,0.568528,0.182741,1,0,0,0,0,0,0
1,0,1.030162,0.334107,0.0625,0,0,0.477663,0.770904,0.948332,0.389419,0.844086,1.188172,0.994624,0.07,0.13,0.12,0.06,0,0.815,0,0.005,0
1,0.01,0.5,4.596774,0.029687,0.900003,0.564113,0.593443,0.899532,0.904564,0.125,0.107692,0.015385,1.446154,0.315789,0.284211,0.968421,0.031579,0,0,0,0,0
3,0.77,11.495693,0.003056,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
1,0,4.228865,0.30163,0.0625,0.000371,0.959791,0.319764,0.800906,0.956759,0.509158,0.7,0.128571,0.357143,0.65,0.095,0.645,0.33,0.025,0,0,0,0
1,0.01,0.875053,1.954797,0.062187,0.760712,0.691947,0.139355,0.748515,0.951638,0.48176,0.290541,0.02027,1.027027,0.256281,0.532663,0.78392,0.21608,0,0,0,0,0
1,0,0.361502,0.034038,0.0625,0.064461,0.445993,0.408538,0.927193,0.980151,0.448276,0.654676,0.446043,0.57554,0.305,0.15,0.82,0.135,0.005,0.035,0,0.005,0
2,0,0.265528,0.196687,0.0625,0,0,0.340527,0.774049,0.889681,0.809198,0.852632,2.631579,0.457895,0.05,0.12,0.105,0.145,0,0.75,0,0,0
1,0,0.496902,0.531599,0.062187,0.511938,0.488552,0.558305,0.937159,0.94914,0.329897,0.053571,0.821429,1.035714,0.718593,0.221106,1,0,0,0,0,0,0
2,0,92.370607,0.559105,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
1,0.01,4.858792,2.114565,0.0625,0.005818,0.182866,0.492126,0.954275,0.962393,0.460411,0.934343,0.085859,0.070707,0.01,0.065,0.07,0.885,0.045,0,0,0,0
2,0,2.371134,6.474227,0.062187,0.076977,0.993442,0.429123,0.922967,0.971856,0.059006,0.033333,0.183333,1.433333,0.396985,0.532663,0.025126,0.974874,0,0,0,0,0
1,0.02,71.929134,37.184252,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
2,0.07,4.605854,0.013333,0.0625,0,0,0.083515,0.658339,0.943104,0.37395,0.703704,2.259259,0.592593,0.865,0.06,0.01,0.43,0.03,0.53,0,0,0
2,0.02,32.547017,76.496461,0.0625,0.000001,0.022344,0.012583,0.52716,0.959804,0.806257,0.5,0.1125,1.4,0.6,0.265,0.665,0.075,0,0.05,0,0.21,0
1,0.04,12.585496,1.83043,0.0625,0.739938,0.514748,0.264425,0.897829,0.960751,0.91256,0.544872,0.134615,1.910256,0.22,0.47,0.675,0.325,0,0,0,0,0
1,0,12.642617,11.078859,0.0625,0.000005,0.143265,0.316593,0.83325,0.941523,0.560684,0.486339,0.743169,0.595628,0.085,0.365,0.625,0,0.37,0.005,0,0,0
1,0.05,4.490768,2.194363,0.0625,0.81471,0.693873,0.296102,0.789127,0.966149,0.538839,0.119048,0,1.087302,0.37,0.475,1,0,0,0,0,0,0
3,1,217.137534,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,4.083475,0.947189,0.0625,0.000664,0.959791,0.293657,0.874548,0.951064,0.672626,0.329843,0.094241,1.617801,0.045,0.84,0.98,0.02,0,0,0,0,0
1,0,7.452229,17.681529,0.0625,0.000001,0.739938,0.221669,0.720447,0.935358,0.729529,0.046667,0.066667,1.086667,0.25,0.585,0.97,0,0,0,0.03,0,0
1,0.01,37.030769,8.830769,0.0625,0.159296,0.852797,0.298611,0.899146,0.950511,0.861142,0.076142,0.649746,0.06599,0.015,0.02,1,0,0,0,0,0,0
1,0.02,3.259893,6.701604,0.0625,0.148457,0.286672,0.414072,0.887444,0.957028,0.613615,0.015267,0.167939,0.931298,0.345,0.545,0.945,0.05,0.005,0,0,0,0
2,0,18.244025,5.679874,0.0625,0.119487,0.457187,0.114648,0.737536,0.952637,0.693368,0.095808,0,0.760479,0.165,0.66,0.22,0.775,0.005,0,0,0,0
1,0,263.321168,199.127737,0.0625,0,0.852797,0,0.381569,0.953161,0.520255,0.23913,0,1.652174,0.77,0.19,1,0,0,0,0,0,0
1,0.04,5.786667,9.951111,0.0625,0.048435,0.804605,0.232442,0.648345,0.953902,0.49754,0.070423,0.028169,0.035211,0.29,0.09,0.99,0.01,0,0,0,0,0
1,0.02,2.720516,0.231572,0.062187,0.000064,0.117385,0.277723,0.624342,0.961554,0.515789,0.559524,0.047619,0.321429,0.577889,0.055276,1,0,0,0,0,0,0
1,0,1.752022,18.363881,0.059375,0.000416,0.46154,0.350315,0.842033,0.957106,0.384879,0.043478,0,1.065217,0.515789,0.436842,0.947368,0.036842,0.015789,0,0,0,0
1,0,0.928754,0.595543,0.0625,0.928775,0.024412,0.634684,0.950845,0.964753,0.422414,0.054348,0.146739,0.402174,0.08,0.295,0.985,0.005,0.01,0,0,0,0
2,0,42.452749,0.001718,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,0
1,0.03,14.85017,3.249716,0.060625,0.129493,0.069002,0.22674,0.676957,0.964099,0.753543,0.203822,0.012739,0.789809,0.190722,0.582474,0.994845,0.005155,0,0,0,0,0
2,0.01,78.981949,0.001203,0.0625,0.514748,0.852797,0.039457,0.495412,0.950746,0.627009,0.382857,0,2.725714,0.125,0.45,0,1,0,0,0,0,0
1,0,1.468822,0.861432,0.0625,0.000039,0.17076,0.347376,0.648028,0.945296,0.225806,1,1,1,0.98,0.005,1,0,0,0,0,0,0
1,0.07,78.172448,1.052032,0.0625,0.091813,0.909108,0.020322,0.524203,0.96252,0.950427,0.20765,0,1.196721,0.085,0.83,0.29,0,0,0.71,0,0,0
2,0.02,42.333907,0.001721,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,0
1,0,12.783282,8.47678,0.056875,0.000086,0.039407,0.118757,0.327192,0.901574,0.292285,0.333333,0,0.583333,0.934066,0.027473,1,0,0,0,0,0,0
2,0.02,39.771914,0.177102,0.0625,0,0.783772,0.134038,0.341635,0.703619,0.505868,1,0,0.116022,0.095,0,0,1,0,0,0,0,0
2,0,100.189441,0.555901,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
1,0.04,3.867521,4.716728,0.0625,0.286672,0.209068,0.383031,0.929936,0.958194,0.367424,0.376623,0.064935,0.876623,0.23,0.315,0.93,0,0.01,0,0.06,0,0
3,0.23,4.871278,6.935159,0.0625,0.17076,0.245676,0.440118,0.923935,0.963919,0.958016,0.251969,0,0.795276,0.365,0.415,0.495,0.04,0.035,0.43,0,0,0
1,0.01,71.49763,36.64455,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0,4.982955,3.74053,0.0625,0.514748,0.43492,0.514831,0.954133,0.95717,0.250389,0.90625,1.25,0.427083,0.52,0.035,0.59,0,0.41,0,0,0,0
3,1,215.416575,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
4,0.03,189.147762,0,0.0625,0,0,0.010169,0.428544,0.609815,0.532992,1,0.005,0,0,0,0,0,0,1,0,0,1
2,0.02,22.13244,8.575893,0.0625,0.574213,0.934712,0.217789,0.785387,0.961619,0.271774,0.344086,0.263441,0.301075,0.07,0.09,0.885,0.115,0,0,0,0,0
1,0.02,29.888889,8.444444,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
2,0,1.009532,1.941152,0.0625,0.967736,0.646387,0.51497,0.937352,0.957297,0.175824,0.219512,0.113821,1.178862,0.385,0.48,0.215,0.74,0.045,0,0,0,0
2,0.06,0.327869,0.097396,0.0625,0.128573,0.010289,0.597536,0.951605,0.959202,0.203252,0.130435,2.119565,0.065217,0.08,0.045,0.785,0.155,0.06,0,0,0,0
1,0.03,23.7926,4.101032,0.0625,0.000242,0.223189,0.067629,0.525825,0.941328,0.516511,0.6,0.581818,0.490909,0.725,0.05,0.53,0.47,0,0,0,0,0
1,0.01,1.900485,0.932848,0.0625,0.069829,0.23051,0.422339,0.86763,0.961751,0.538462,0.039773,0.096591,0.960227,0.12,0.66,0.91,0.085,0,0,0,0.005,0
5,0.96,277.918239,0.001715,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0.13,0.433673,0.233236,0.0625,0.574213,0.751137,0.426892,0.902218,0.947157,0.66413,0.483871,1.354839,1.069892,0.07,0.36,0.29,0.69,0,0.02,0,0,0
3,0.9,0.508595,0.006067,0.0625,0.824592,0.34162,0.456442,0.92287,0.963452,0.580645,0.975,0,0.005,0,0.005,0.025,0.005,0.4,0,0,0.57,1
1,0.01,4.003234,0.542044,0.0625,0,0.17076,0.414226,0.909811,0.939624,0.549774,0.426471,0.066176,0.044118,0.32,0.015,0.805,0,0,0,0.195,0,0
1,0.01,19.488562,19.017157,0.0625,0.069829,0.031719,0.12839,0.854107,0.953002,0.995013,0.504425,0.212389,1.265487,0.435,0.335,1,0,0,0,0,0,0
2,0,11.922794,13.698529,0.0625,0.148457,0.762183,0.189239,0.760169,0.959275,0.17357,0.26,0,0.94,0,0.775,0.505,0.495,0,0,0,0,0
1,0.01,4.375357,0.167355,0.0625,0.295399,0.457187,0.258706,0.73864,0.944976,0.76001,0.606838,0.700855,0.709402,0.415,0.215,0.545,0.06,0.13,0.15,0,0.115,0
5,1,277.858776,0.001715,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0,49.033333,80.173333,0.0625,0.55027,0.008131,0.062411,0.740126,0.955263,0.284238,0.08589,0,1.957055,0.185,0.765,0,1,0,0,0,0,0
5,0.98,279.431261,0.001711,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,72.359498,37.725275,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
1,0.02,2.087591,6.616788,0.0625,0.980321,0.020439,0.301169,0.850152,0.952017,0.736619,0.01005,0.110553,1.020101,0.005,0.835,1,0,0,0,0,0,0
6,0.01,8.800948,0.898443,0.0625,0.295399,0.55027,0.340543,0.757894,0.966855,0.53437,0.052083,0.088542,0.067708,0.04,0.06,0.39,0.57,0,0.04,0,0,0
1,0,90.275037,34.986547,0.062187,0.020722,0.275127,0.122374,0.458425,0.96031,0.775367,0.242857,0,0.428571,0.648241,0.085427,1,0,0,0,0,0,0
1,0.02,19.865446,10.36069,0.0625,0.091813,0.32262,0.064565,0.684441,0.95432,0.795123,0.455,0.045,0.005,0,0,0.56,0.44,0,0,0,0,0
1,0,7.869128,23.063758,0.0625,0.824592,0.610318,0.268617,0.915143,0.960848,0.935326,0.09,0.02,1.105,0,0.805,0.78,0.22,0,0,0,0,0
3,0.64,0.284055,0.013024,0.0625,0.020439,0.658348,0.480345,0.863135,0.940988,0.336066,0.844221,0.326633,0.115578,0.005,0,0.205,0.01,0.785,0,0,0,1
1,0.09,39.815385,8.876923,0.0625,0.159296,0.852797,0.298611,0.899146,0.950511,0.861142,0.076142,0.649746,0.06599,0.015,0.02,1,0,0,0,0,0,0
3,1,214.444505,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
3,0.1,3.534967,0.136013,0.0625,0.061916,0.000001,0.41012,0.853311,0.956586,0.686061,0.684211,0.010526,0.484211,0.525,0.14,0.64,0.155,0.015,0.19,0,0,0
5,1,277.464265,0.001715,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
3,1,0.029038,0.00726,0.029375,0.782113,0.584101,0.580513,0.920627,0.922665,0.366197,0.989362,1.968085,0,0,0,0.010638,0,0.989362,0,0,0,1
1,0.06,6.134228,0.885906,0.061562,0.702303,0.288034,0.295399,0.847459,0.943296,0.365203,0.254335,0.040462,0.693642,0.121827,0.309645,0.812183,0.187817,0,0,0,0,0
5,0.99,280.404667,0.001707,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0.01,25.160243,13.783976,0.0625,0.705554,0.261546,0.080554,0.875169,0.963914,0.23678,0.48,0.046667,0.76,0.25,0.255,0.065,0.93,0,0,0,0.005,0
3,1,54.639926,0,0.0625,0,0,0.005087,0.38027,0.811111,0.888889,0,0.34,0,0,0,0,0,0.66,0,0.34,0,1
2,0.02,0.546302,1.066501,0.0625,0.705554,0.843645,0.170137,0.827869,0.970563,0.195733,0.333333,0.025641,1.133333,0.025,0.9,0.555,0.445,0,0,0,0,0
3,0.02,2.419316,0.082671,0.0625,0.007394,0.091813,0.375682,0.93604,0.951268,0.308125,0.995,2.855,0.26,0,0.01,0.005,0.18,0.815,0,0,0,0
1,0.01,1.12769,0.087831,0.0625,0.646387,0.468498,0.423766,0.909889,0.958386,0.180876,0.393617,0.255319,0.095745,0.53,0.045,0.87,0,0.015,0,0.115,0,0
5,0.76,0.012917,0,0.008438,0.00003,0.659674,0.181073,0.48149,0.725727,0.553846,1.037037,4.703704,0,0,0,0,0,0,0,1,0,1
1,0,20.844935,14.858857,0.0625,0.021372,0.598272,0.074914,0.707938,0.962752,0.778071,0.356643,0.090909,1.076923,0.285,0.47,0.44,0.555,0.005,0,0,0,0
1,0.03,10.293578,7.108869,0.0625,0.057092,0.32262,0.124923,0.754793,0.95251,0.586957,0.403974,0.119205,0.218543,0.245,0.2,1,0,0,0,0,0,0
3,0.03,7.719289,2.226832,0.0625,0.693873,0.238006,0.467527,0.938658,0.947898,0.438066,0.5625,1.0625,0.625,0.12,0.325,0.67,0.01,0.25,0,0,0.07,0
1,0.05,1.678893,1.328776,0.062187,0.771672,0.030845,0.569594,0.951611,0.969378,0.26053,0.434783,0.773913,0.626087,0.422111,0.306533,0.773869,0.060302,0.165829,0,0,0,0
1,0,3.140056,2.410831,0.0625,0.514748,0.622361,0.341306,0.941992,0.970137,0.521429,0.215909,0.011364,0.801136,0.12,0.435,0.645,0.355,0,0,0,0,0
2,0,10.612859,7.050616,0.0625,0.351369,0.332036,0.397023,0.915315,0.964844,0.309717,0.096591,0.0625,0.8125,0.12,0.53,0.255,0.74,0,0,0,0.005,0
1,0.16,4.374179,13.617068,0.0625,0.32262,0.238006,0.230371,0.880625,0.960741,0.844697,0.63,0.45,1.69,0.5,0.4,0.175,0.825,0,0,0,0,0
3,1,215.555982,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.05,67.946448,27.97377,0.0625,0.000352,0.804605,0.010169,0.184376,0.908844,0.517744,0,0.777778,1.555556,0.91,0.09,1,0,0,0,0,0,0
5,1,277.546026,0.001715,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,136.394238,44.155306,0.0625,0.000002,0.23051,0.116231,0.52413,0.91679,0.690561,0.151515,0.020202,0.828283,0.505,0.35,0.965,0,0.01,0,0,0.025,0
5,1,23.41018,0,0.0625,0,0,0.100406,0.139004,0.366185,0.823899,0,3,0,0,0,0,0,0,0,1,0,1
1,0.01,8.490099,6.09901,0.060937,0,0.438313,0.192772,0.463788,0.831812,0.346496,0,0,0.777778,0.953846,0.025641,1,0,0,0,0,0,0
5,0.98,279.960684,0.001709,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.08,0.241197,0.22007,0.048125,0.264578,0.038332,0.562207,0.928295,0.946377,0.27027,0.813008,2.918699,0.292683,0.201299,0.12987,0.519481,0.344156,0.006494,0.12987,0,0,0
1,0,43.607889,199.113689,0.0625,0.106869,0.081749,0.078593,0.766148,0.961561,0.425332,0.435,0,4.555,0,1,1,0,0,0,0,0,0
2,0.04,3.883203,0.978126,0.0625,0.751137,0.950671,0.248694,0.921176,0.956388,0.375381,0.237569,0.099448,1.005525,0.095,0.55,0.56,0.435,0.005,0,0,0,0
2,0.01,48.651429,67.464286,0.0625,0.55027,0.773066,0.195607,0.864698,0.955834,0.225256,0.035971,0.014388,0.661871,0.305,0.395,0.515,0.485,0,0,0,0,0
1,0,12.137731,0.268519,0.0625,0.209068,0.413163,0.386863,0.944438,0.959599,0.424242,0.102273,0.147727,0.357955,0.12,0.245,0.995,0.005,0,0,0,0,0
1,0.1,1.517864,0.049077,0.0625,0.804605,0.34162,0.160011,0.787586,0.964404,0.847605,0.04,0.428571,0.394286,0.125,0.035,0.455,0.545,0,0,0,0,0
2,0,10.902227,5.297193,0.0625,0,0.955381,0.07177,0.212557,0.779023,0.49336,0.411765,0.852941,1.147059,0.83,0.095,0,0.935,0.065,0,0,0,0
1,0,4.398438,1.410156,0.0625,0.586234,0.32262,0.573198,0.95309,0.958518,0.929916,0.313043,0.365217,1.286957,0.425,0.155,0.98,0.02,0,0,0,0,0
3,0.03,1.010521,0.195686,0.0625,0.011295,0.423975,0.615943,0.932311,0.972878,0.354054,0.744048,0.654762,0.392857,0.16,0.175,0.39,0.01,0.6,0,0,0,0
1,0.01,7.206291,9.49305,0.062187,0.656208,0.823576,0.078599,0.757141,0.961504,0.645129,0.153374,0,0.957055,0.180905,0.638191,1,0,0,0,0,0,0
2,0,3.691395,7.71632,0.0625,0.000013,0.783772,0.141532,0.822178,0.963778,0.333333,0.014286,0.014286,0.671429,0.65,0.225,0.455,0.545,0,0,0,0,0
1,0,8.551748,0.555594,0.0625,0.634388,0.445993,0.191465,0.844408,0.959624,0.515768,0.363158,0.173684,1.426316,0.05,0.63,0.86,0.115,0,0,0,0.025,0
3,0.06,2.087235,0.096599,0.0625,0.030376,0.658348,0.277341,0.729717,0.836022,0.779977,0.979058,1.068063,0.078534,0.045,0.005,0.09,0.025,0.875,0,0.01,0,0
2,0,73.628704,76.602285,0.0625,0.000031,0.43492,0.010169,0.173359,0.944268,0.759099,0.344828,0,1.206897,0.71,0.235,0.135,0.865,0,0,0,0,0
2,0.01,1.646683,1.9543,0.0625,0.030376,0.457187,0.274054,0.899028,0.974285,0.777154,0.574194,0.309677,0.845161,0.225,0.39,0.16,0.18,0,0.66,0,0,0
2,0.01,73.809422,76.807281,0.0625,0.000031,0.43492,0.010169,0.173359,0.944268,0.759099,0.344828,0,1.206897,0.71,0.235,0.135,0.865,0,0,0,0,0
1,0,24.990426,5.047872,0.0625,0,0.990638,0.031735,0.457762,0.886131,0.545391,0.943182,1.431818,0.454545,0.56,0.06,0.125,0.09,0.07,0.715,0,0,0
3,1,54.684307,0,0.0625,0,0,0.005087,0.38027,0.811111,0.888889,0,0.34,0,0,0,0,0,0.66,0,0.34,0,1
2,0.01,2.558347,0.128849,0.0625,0.189165,0.824592,0.446899,0.91116,0.968438,0.216393,0.139535,0.244186,0.825581,0.14,0.575,0.12,0.765,0.115,0,0,0,0
3,0.03,2.646831,0.507042,0.0625,0.099097,0.223189,0.518629,0.937842,0.973317,0.575878,0.932331,2.300752,0.639098,0.335,0.025,0.125,0.5,0.37,0.005,0,0,0
1,0.01,0.98511,0.013449,0.0625,0.98283,0.413163,0.566777,0.950571,0.973592,0.996265,0.148936,0.292553,0.601064,0.06,0.27,1,0,0,0,0,0,0
3,0.05,2.962687,0.034241,0.0625,0,0.052605,0.43349,0.875705,0.964018,0.969846,0.884817,0.439791,0.17801,0.045,0.08,0.16,0,0.315,0,0.525,0,0
1,0,7.873832,0.010347,0.0625,0.457187,0.371353,0.297506,0.895605,0.952892,0.511103,0.447514,0.98895,1.104972,0.095,0.41,0.555,0.43,0.015,0,0,0,0
1,0.13,7.198811,27.95497,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
2,0,9.210227,0.039489,0.0625,0.003235,0.128573,0.204154,0.8246,0.956232,0.732527,0.508021,0.026738,1.181818,0.065,0.555,0.165,0.57,0.005,0.26,0,0,0
2,0.04,42.015544,0.001727,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,0
3,1,214.790659,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,72.197958,37.540456,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
3,1,217.737678,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,8.658494,16.559253,0.062187,0.083273,0.80344,0.060648,0.700332,0.965719,0.988527,0.254777,0,0.318471,0.211055,0.271357,0.984925,0.005025,0.01005,0,0,0,0
2,0,0.139259,0.004278,0.061875,0.654849,0.345834,0.644761,0.948213,0.960807,0.627907,0.08642,0.024691,1.12963,0.181818,0.737374,0.328283,0.671717,0,0,0,0,0
1,0.01,25.272727,8.818182,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
1,0,13.196705,15.139291,0.0625,0.3043,0.039279,0.132225,0.778084,0.953469,0.579588,0.648649,0.81982,1.540541,0.445,0.29,0.84,0,0.145,0,0.015,0,0
