@relation dmTraining

@attribute deviceType {1,2,3,4,5,6}
@attribute textProbability numeric
@attribute tweetRatio numeric
@attribute chiSquaredMin numeric
@attribute chiSquaredSec numeric
@attribute entropyHours numeric
@attribute entropyMin numeric
@attribute entropySec numeric
@attribute accountRep numeric
@attribute urlRatio numeric
@attribute hashtagRatio numeric
@attribute mentionRatio numeric
@attribute retweetRatio numeric
@attribute mobileDevice numeric
@attribute webDevice numeric
@attribute appDevice numeric
@attribute miscDevice numeric
@attribute botDevice numeric
@attribute otherDevice numeric
@attribute class_attr {0,1}

@data
1,0.05,1.009062,0.047719,0.122763,0.168827,0.866399,0.997938,0.301107,0.099086,0.055941,1.34808,0.152989,0.920099,0.054506,0,0.025395,0,0,0
3,0.02,1.010625,0.756874,0.81616,0.515869,0.956544,0.996539,0.954871,0.864785,0.066976,0.066133,0.265925,0.311688,0.058442,0.629561,0.000309,0,0,0
1,0.01,0.996875,0,0.449011,0.238654,0.609493,0.950727,0.339293,0.58132,0.334944,0.805153,0.805329,0.877116,0.020376,0.071473,0,0.031034,0,0
2,0.01,0.069687,0.04337,0.431831,0.677242,0.9546,0.952223,0.263804,0.974093,1.937824,0.559585,0.134529,0.008969,0.928251,0.026906,0,0,0.035874,0
3,0.01,0.334062,0.068031,0.372487,0.677973,0.992824,0.994873,0.365134,0.492424,4.392992,0.307765,0.012161,0.191768,0.49579,0.311506,0.000935,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
2,0,0.989688,0.000724,0.346337,0.113038,0.795698,0.996116,0.619565,0.007992,0,0.416549,0.328386,0.418061,0.581939,0,0,0,0,0
1,0.02,0.900312,0.82624,0.527316,0.52306,0.976439,0.997721,0.616805,0.228889,0.332,1.504,0.219021,0.565082,0.346755,0.076709,0,0,0.011454,0
3,0.07,0.099687,0.143094,0.005743,0.651397,0.964216,0.980368,0.547368,0.718631,1.125475,0.159696,0.175549,0.009404,0.846395,0.112853,0.031348,0,0,0
5,0.93,0.041563,0.816834,0.22737,0.059159,0.335434,0.928549,0.602574,1.203008,3.744361,0,0,0,0,0,0,1,0,1
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
5,0.69,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
2,0.01,1.004375,0.183198,0.045082,0.401123,0.933853,0.997813,0.784894,0.282289,0.069219,1.050657,0.195395,0.476353,0.488488,0.028002,0.004978,0,0.002178,0
1,0.06,1.010625,0.028457,0.182057,0.514476,0.948571,0.99705,0.413874,0.593602,0.062796,0.291074,0.217069,0.479592,0.342301,0.13389,0,0,0.044218,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.004375,0.000945,0.230218,0.045965,0.74104,0.997466,0.47592,0.078244,0.088623,0.792415,0.220597,1,0,0,0,0,0,0
3,0.03,0.285,0.000366,0.000999,0.610308,0.987935,0.992048,0.7,1.037281,2.047149,0.517544,0,0.005482,0.055921,0.662281,0,0.276316,0,0
1,0.01,0.995,0.071634,0.388886,0.369524,0.87655,0.996556,0.280206,0.127389,0.636943,0.961783,0.852073,0.865578,0.130025,0.004397,0,0,0,0
1,0.03,0.97625,0,0.793626,0.233561,0.783386,0.994923,0.396476,0.127368,0.035789,0.395789,0.695903,0.996799,0.001921,0.00128,0,0,0,0
1,0,1.006875,0.027497,0.828297,0.389613,0.919722,0.997071,0.990809,0.207631,0.023293,0.594779,0.227188,0.994724,0.001552,0.003724,0,0,0,0
3,0.2,1.010312,0.047326,0.177621,0.442212,0.970452,0.997205,0.398917,0.064103,0.237762,0.491453,0.203835,0.94618,0.011444,0.042066,0,0,0.000309,0
5,0.98,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
2,0.01,0.995313,0.000009,0.136708,0.051663,0.473476,0.994276,0.625888,0.256757,0.001689,4.48353,0.256515,0,1,0,0,0,0,0
1,0,1.004375,0.000945,0.230218,0.045965,0.74104,0.997466,0.47592,0.078244,0.088623,0.792415,0.220597,1,0,0,0,0,0,0
2,0.055,0.408438,0.069069,0.681281,0.658635,0.988233,0.994366,0.426322,1.070819,1.635666,0.428328,0.10329,0.155318,0.615914,0.210406,0,0,0.018363,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.01,1.01375,0.5151,0.508598,0.10139,0.731178,0.997499,0.573016,0.044901,0.036883,0.461835,0.038841,0.888409,0.003699,0.015413,0.091554,0,0.000925,0
3,0.01,1.005,0,0.007414,0.288778,0.693559,0.98645,0.751908,0.192038,0.308836,0.494313,0.289179,0.850124,0.002488,0.054104,0,0,0.093284,0
1,0.216667,0.9975,0.000084,0.970184,0.195767,0.949293,0.997775,0.742154,0.263809,0.056472,0.744435,0.239975,0.904135,0.094612,0.000627,0,0,0.000627,0
1,0.01,1.007187,0.040921,0.116352,0.458115,0.921309,0.997896,0.189125,0.109021,0.271484,0.372809,0.274279,0.928638,0.029165,0.016755,0.002792,0.021409,0.001241,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.02,0.9275,0.451369,0.908647,0.374583,0.949862,0.9973,0.673591,0.154072,0.020543,1.144901,0.081536,0.751348,0.242588,0.005054,0,0,0.001011,0
3,0.01,0.548438,0.574761,0.068673,0.602442,0.973798,0.995725,0.366906,0.870609,0.065574,0.129391,0.026781,0.137892,0.015954,0.831339,0,0,0.014815,0
1,0,0.999687,0.002719,0.346891,0.421606,0.910219,0.997405,0.956375,0.164212,0.296024,0.66053,0.150985,0.899031,0.007815,0.093154,0,0,0,0
2,0,0.82625,0.052224,0.023818,0.093503,0.655172,0.9889,0.997463,0.026372,0.082943,0.560613,0.110817,0.180408,0.104766,0.00416,0.709909,0,0.000756,0
1,0.03,0.995938,0.157036,0.275266,0.300498,0.910884,0.995196,0.740609,0.084922,0.021375,0.803004,0.456856,0.998431,0.001255,0.000314,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.01,0.998125,0.844481,0.753342,0.045671,0.810966,0.997416,0.481872,0.483784,0.078378,0.727413,0.189105,0.492799,0.502818,0.003757,0,0,0.000626,0
3,0.01,1.005,0.029683,0.643406,0.240574,0.572469,0.911734,0.568376,0.902965,0.115903,0.539084,0.769279,0.818719,0.029851,0.15143,0,0,0,0
3,0,0.181875,0.935898,0.633603,0.665656,0.97955,0.986315,0.429688,0.670753,4.539405,0.705779,0.0189,0.080756,0.154639,0.606529,0,0,0.158076,0
3,0.01,0.184375,0.382805,0.632147,0.720124,0.981039,0.989208,0.419694,0.894422,0.328685,0.043825,0.149153,0.264407,0,0.733898,0,0,0.001695,0
1,0,1.00875,0.005651,0.238787,0.123968,0.668113,0.993356,0.784668,0.171573,0.048298,0.320607,0.326518,0.55855,0.434944,0.006506,0,0,0,0
1,0,1.010312,0.00856,0.815929,0.141328,0.763318,0.997215,0.820921,0.112989,0.070285,1.354982,0.304671,0.97742,0.021961,0.000619,0,0,0,0
2,0,0.996563,0.021199,0.787295,0.185457,0.790026,0.99815,0.550671,0.049525,0.094098,0.436649,0.240201,0.968956,0.020696,0.010348,0,0,0,0
1,0,0.98625,0.002529,0.403418,0.370722,0.869573,0.997329,0.263636,0.109185,0.184575,0.732236,0.634347,0.851077,0.143536,0.004119,0,0,0.001267,0
1,0,1.011562,0.652046,0.453446,0.051119,0.671602,0.995861,0.565336,0.225806,0.02316,1.227461,0.626506,0.863763,0.136237,0,0,0,0,0
1,0.01,1.00875,0.313034,0.882238,0.208895,0.826164,0.997879,0.764454,0.179934,0.097697,1.544408,0.05824,0.63228,0.36772,0,0,0,0,0
5,0.65,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,1
1,0.01,0.852812,0,0.216425,0.277702,0.864059,0.994797,0.277066,0.083084,0.065868,0.518713,0.510443,0.938805,0.058263,0.002931,0,0,0,0
3,0.028571,0.232187,0.485982,0.416786,0.701237,0.988258,0.991815,0.463415,1.059299,0.603774,0.01752,0.001346,0.005384,0.114401,0.851952,0,0,0.028264,0
2,0.01,1.01,0.140659,0.719347,0.343248,0.910027,0.997954,0.432784,0.141438,0.03122,0.809366,0.345916,0.184406,0.796101,0.019493,0,0,0,0
1,0,1.004063,0.454033,0.447765,0.093395,0.702509,0.985092,0.859107,0.442913,0.330859,0.092612,0.119514,0.932462,0.059135,0.007781,0,0,0.000622,0
2,0.04,1.00875,0.023683,0.187055,0.08327,0.790869,0.997354,0.93907,0.084051,0.07165,0.827764,0.100682,0.576208,0.423792,0,0,0,0,0
1,0,0.310937,0.929355,0.672167,0.690581,0.985256,0.990171,0.564311,0.085624,0.011628,1.135307,0.049246,0.222111,0.697487,0.001005,0.076382,0,0.003015,0
5,1,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
2,0.03,0.122813,0.049031,0.539183,0.685826,0.97461,0.987332,0.640562,0.789474,1.280702,0.705263,0.274809,0.284987,0.562341,0,0.152672,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
2,0,0.030625,0.516905,0.493089,0.491744,0.906435,0.916339,0.455026,0.222222,0.513889,0.486111,0.265306,0.387755,0.612245,0,0,0,0,0
1,0.01,1.00875,0.313034,0.882238,0.208895,0.826164,0.997879,0.764454,0.179934,0.097697,1.544408,0.05824,0.63228,0.36772,0,0,0,0,0
1,0,1.005,0.138037,0.136807,0.282621,0.930685,0.996844,0.684557,0.638948,1.120824,0.781805,0.5625,0.824938,0.156095,0.001866,0.017102,0,0,0
5,0.848,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
3,0.03,0.202187,0.197103,0.205377,0.517955,0.962968,0.983312,0.375,0.943709,3.710265,0.178808,0.066461,0.177743,0.017002,0.805255,0,0,0,0
1,0,0.999375,0.001937,0.208753,0.022848,0.352428,0.959114,0.792157,0.470449,0.031521,5.383767,0.603189,0.996873,0,0.000313,0.002814,0,0,0
1,0.02,1.00625,0.04176,0.884912,0.32815,0.846592,0.996986,0.359073,0.622163,0.109304,1.495083,0.178882,0.808385,0.190683,0.000932,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,0.01,1,0.724314,0.514014,0.475282,0.973883,0.997299,0.892454,0.802184,1.159597,1.269215,0.255937,0.41625,0.029687,0.55375,0,0,0.000313,0
1,0.01,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0.999375,0.001937,0.208753,0.022848,0.352428,0.959114,0.792157,0.470449,0.031521,5.383767,0.603189,0.996873,0,0.000313,0.002814,0,0,0
2,0,1.014687,0.261684,0.398421,0.071109,0.752746,0.997639,0.739668,0.47405,0.135774,1.182113,0.335387,0.056976,0.941792,0,0.001232,0,0,0
1,0.01,1.01,0.000466,0.001035,0.258563,0.935159,0.997444,0.970724,0.461669,1.278695,0.243964,0.269493,0.194616,0.143255,0,0.649134,0,0.012995,0
2,0.01,1.009688,0.016796,0.61197,0.096843,0.708856,0.997302,0.671024,0.103795,0.118304,0.692708,0.168059,0.474157,0.463015,0.018261,0,0,0.044568,0
3,0.75,0.722812,0.003727,0.625045,0.405862,0.891078,0.994089,0.162069,0.814299,0.760342,0.418615,0.038478,0.13489,0.095115,0.766537,0,0,0.003459,1
1,0.01,1.014063,0,0.063372,0.035128,0.348452,0.92171,0.770308,0.540541,0.089089,0.181181,0.692142,0.849307,0,0.150693,0,0,0,0
1,0.05,0.016563,0.0002,0.71103,0.566629,0.809512,0.846984,0.243346,0.169811,0.283019,0.377358,0,0.660377,0.320755,0.018868,0,0,0,0
1,0.01,1.007187,0.337866,0.501601,0.110981,0.81012,0.996402,0.621704,0.188767,0.001737,0.620151,0.464164,0.99969,0,0.00031,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.01,1.008438,0.017433,0.415063,0.330345,0.910191,0.997706,0.37551,0.183183,0.815959,0.316173,0.277657,0.956616,0.030679,0.012705,0,0,0,0
1,0.07,1.0075,0,0.005494,0.182335,0.786116,0.997116,0.847458,0.086522,1.327818,0.350224,0.100186,0.64268,0.288151,0.00062,0.067928,0,0.00062,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.02,0.707812,0.315807,0.752437,0.422509,0.899122,0.997042,0.316,0.04883,0.057986,1.185656,0.132009,0.990728,0.008389,0,0,0,0.000883,0
2,0.04,1.009688,0,0.720567,0.057104,0.289814,0.895925,0.495095,0.956479,3.276713,0.055213,0.047044,0,0.99969,0,0,0.00031,0,0
1,0.01,0.996875,0.353757,0.431658,0.118405,0.805363,0.995928,0.660606,0.185835,0.006659,0.699758,0.482132,0.993103,0.000313,0.006583,0,0,0,0
1,0.03,1.009062,0.532947,0.500925,0.247632,0.880497,0.99825,0.528228,0.131142,0.16043,1.443215,0.048312,0.971508,0.016414,0.012078,0,0,0,0
1,0,1.000625,0.571684,0.799106,0.051016,0.81521,0.997362,0.42035,0.092755,0.000312,1.820425,0,1,0,0,0,0,0,0
1,0.02,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,0
2,0.02,1.002188,0.012504,0.476088,0.146986,0.884379,0.99765,0.192358,0.284676,0.20158,1.1703,0.013096,0.15435,0.825382,0.019956,0,0,0.000312,0
1,0.01,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
5,0.69,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
2,0.02,1.009375,0.621466,0.501102,0.149167,0.864822,0.997824,0.558853,0.159946,0.37836,1.201277,0.078638,0.255108,0.739938,0,0.004644,0,0.00031,0
3,0.02,0.47875,0.167509,0.52961,0.576755,0.964528,0.995815,0.552409,0.650629,0.315322,0.4604,0.118146,0.312663,0.304178,0.351175,0,0,0.031984,0
1,0.02,1.014063,0.681066,0.499425,0.507608,0.97661,0.997957,0.500457,0.469989,0.187031,0.999464,0.424961,0.824345,0.168259,0.004931,0,0,0.002465,0
1,0,1.002813,0.311096,0.837719,0.07559,0.48731,0.980412,0.248024,0.083923,0.002359,0.988541,0.075413,1,0,0,0,0,0,0
1,0,0.990625,0.028485,0.380964,0.396367,0.925444,0.997932,0.375335,0.09586,0.106677,0.51809,0.154259,0.909148,0.076972,0.012934,0,0,0.000946,0
3,0.07,0.274062,0.946825,0.985477,0.642507,0.976817,0.991405,0.35,0.193324,1.553547,0.535466,0.18016,0.542759,0.375143,0.080958,0,0,0.00114,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,0.01,0.103125,0.286411,0.384397,0.690186,0.965213,0.982434,0.367089,0.787879,0.40303,0.048485,0,0.012121,0.745455,0.242424,0,0,0,0
2,0.01,1.008125,0.004463,0.561537,0.069558,0.766032,0.997117,0.903348,0.088594,0.001744,0.49564,0.111283,0.969002,0.026968,0.00403,0,0,0,0
1,0,0.996875,0.337283,0.103413,0.256474,0.86664,0.993063,0.977238,0.071372,0.023394,0.564235,0.209404,0.999687,0.000313,0,0,0,0,0
1,0.01,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,1
5,0.99,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
5,0.96,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.01,1.009062,0.009466,0.281937,0.223894,0.853998,0.997368,0.627699,0.610169,1.236723,1.016949,0.451843,0.87829,0.089192,0.032518,0,0,0,0
5,1,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0,0.957187,0.055817,0.812239,0.449377,0.95542,0.997263,0.393878,0.01592,0.066611,0.613322,0.220699,0.989226,0,0.010774,0,0,0,0
1,0,0.450313,0,0,0.481404,0.867117,0.992329,0.385078,0.893436,1.096525,0.584556,0.101319,0.120749,0.089521,0.02984,0.755725,0,0.004164,0
1,0,0.0225,0.786125,0.038004,0.587246,0.87888,0.865205,0.081633,0.106383,0.021277,1.531915,0.347222,0.958333,0.041667,0,0,0,0,0
3,0.77,1.004063,0.526597,0.795328,0.15257,0.938601,0.997974,0.269504,0.999066,0.00249,0.186741,0,0.02023,0.000934,0.978214,0.000311,0,0.000311,1
1,0,1.00375,0.001431,0.136284,0.248471,0.888986,0.997417,0.511111,0.675889,0.124506,0.467391,0.684932,0.292964,0.690224,0.015255,0.000934,0,0.000623,0
1,0,1.005,0.051065,0.425004,0.289158,0.899935,0.997504,0.491357,0.396572,0.121164,0.609406,0.219838,0.692475,0.146455,0.160448,0.000311,0,0.000311,0
1,0.01,0.374375,0.103399,0.796885,0.622132,0.980058,0.994185,0.428571,0.530284,0.440049,0.399258,0.324708,0.762104,0.146912,0.033389,0.050918,0,0.006678,0
2,0,0.266875,0,0,0.531159,0.920693,0.971537,0.710212,0.680101,1.913098,0.576826,0.070258,0.21897,0.300937,0,0.480094,0,0,0
1,0,0.146563,0.627526,0.815313,0.62645,0.96668,0.987691,0.322917,0.176796,1.082873,0.922652,0.614072,1,0,0,0,0,0,0
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
1,0.01,1.0025,0.419662,0.005445,0.380054,0.950528,0.997639,0.45858,0.568196,0.017208,0.45188,0.02182,0.037406,0.929239,0.028055,0,0,0.005299,0
2,0,0.24125,0.257423,0.355014,0.519238,0.97432,0.989131,0.056452,0.024129,0.155496,1.176944,0.516839,0.593264,0.406736,0,0,0,0,0
1,0.04,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
2,0.03,1.010312,0,0,0.1092,0.564835,0.93705,0.365217,0.476852,1.708333,0.912037,0.933189,0.050418,0.218064,0.016393,0.715125,0,0,0
2,0,1.007187,0,0,0.039921,0.548662,0.985493,0.77894,0.506989,0.172808,0.767471,0.755818,0.691281,0.058331,0.000621,0.041266,0,0.208501,0
1,0.06,1.013125,0.136226,0.88527,0.196171,0.887786,0.995726,0.910483,0.252864,0.105155,1.571604,0.246144,0.671808,0.246144,0,0.082048,0,0,0
1,0,1.001562,0.693007,0.222712,0.297133,0.855726,0.996033,0.561074,0.5,0.702491,0.592171,0.123245,0.461466,0.015913,0.330733,0.18908,0,0.002808,0
1,0.05,0.844063,0,0.741502,0.183413,0.767873,0.995549,0.542317,0.162899,0.023188,0.732754,0.361348,0.996298,0.003702,0,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.01125,0.566116,0.07037,0.252548,0.879729,0.997803,0.669931,0.101629,0.10228,1.553094,0.051298,0.990729,0.009271,0,0,0,0,0
1,0.02,1.00625,0.001384,0.168419,0.140458,0.800016,0.995364,0.730871,0.031078,0.076318,1.284815,0.210559,0.992857,0.002484,0,0,0.004037,0.000621,0
1,0,1.004063,0.454033,0.447765,0.093395,0.702509,0.985092,0.859107,0.442913,0.330859,0.092612,0.119514,0.932462,0.059135,0.007781,0,0,0.000622,0
1,0.01,1.000625,0.016252,0.836256,0.185939,0.919843,0.997769,0.597029,0.035475,0.03079,1.026439,0.066833,0.956277,0.004997,0.00406,0.034041,0,0.000625,0
2,0,0.991563,0.045406,0.514722,0.148617,0.76092,0.997571,0.694194,0.08161,0.001846,0.640694,0.146549,0.344469,0.64261,0.012922,0,0,0,0
1,0,1.0025,0.000002,0.748014,0.012246,0.299343,0.962773,0.51939,0.234679,0.079223,1.768311,0.791459,0.999377,0,0,0,0,0.000623,0
1,0.05,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,0
1,0.01,0.986875,0.755766,0.648436,0.284473,0.879825,0.996123,0.507559,0.051752,0.061704,0.170382,0.20456,0.959151,0.040215,0.000633,0,0,0,0
1,0,0.408438,0.000095,0.444707,0.324952,0.837462,0.995108,0.381968,0.071934,0.009434,0.988208,0.351186,0.950268,0.022953,0.011477,0,0,0.015302,0
1,0.01,0.807813,0.394068,0.764724,0.544387,0.97926,0.997973,0.418803,0.305735,0.099354,0.134491,0.042166,0.269246,0.435977,0.29207,0,0,0.002708,0
2,0,1.001875,0.048681,0.528588,0.037005,0.35443,0.998027,0.448276,0,0,0.025265,0,0.999376,0.000624,0,0,0,0,0
1,0.04,1.002813,0.009204,0.532495,0.18061,0.674489,0.995678,0.766877,0.128437,0.071635,0.814038,0.138672,0.995014,0.004674,0,0,0,0.000312,0
2,0,0.995313,0.000009,0.136708,0.051663,0.473476,0.994276,0.625888,0.256757,0.001689,4.48353,0.256515,0,1,0,0,0,0,0
1,0,0.359063,0.000003,0.54324,0.268047,0.619947,0.975661,0.216895,0.921739,0.356522,0.278261,0.799826,0.996519,0.001741,0.001741,0,0,0,0
1,0.09,1.012812,0.001894,0.298388,0.045141,0.620951,0.995899,0.95083,0.138277,0.00501,0.986306,0.076211,0.109226,0.044739,0.000617,0.748226,0,0.097192,0
2,0.01,1.001875,0.048681,0.528588,0.037005,0.35443,0.998027,0.448276,0,0,0.025265,0,0.999376,0.000624,0,0,0,0,0
1,0,0.029063,0.002349,0.173758,0.329126,0.648934,0.876451,0.298137,0.2,0,0.4,0.946237,1,0,0,0,0,0,0
2,0.02,1.006563,0,0.512858,0.126482,0.349715,0.747778,0.507231,0.996545,0.001728,0.06669,0.101521,0,1,0,0,0,0,0
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
1,0,1.010938,0.182729,0.53983,0.331416,0.943494,0.997547,0.371212,0.45372,0.348183,0.589965,0.285317,0.864606,0,0.097063,0,0.038331,0,0
3,0.225,1.010312,0.424368,0.434525,0.335841,0.941679,0.997388,0.958161,0.239481,0.017905,0.665622,0.309001,0.581503,0.019177,0.025363,0.373956,0,0,0
1,0.01,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
1,0,1.009688,0.036706,0.783699,0.403221,0.904628,0.995065,0.243711,0.725264,1.425552,0.821326,0.677809,0.770969,0.000929,0.228103,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
4,0.07,1.007187,0,0,0.021735,0.3539,0.52588,0.530868,1,0.18399,0,0,0,0.097114,0,0.902886,0,0,1
2,0.02,1.004687,0.061987,0.014681,0.130404,0.763975,0.99608,0.261895,0.23689,0.325266,0.223689,0.151788,0.293313,0.706687,0,0,0,0,0
1,0.05,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,0
2,0,0.817813,0.000464,0.126498,0.473716,0.969242,0.997554,0.178404,0.143215,0.227341,1.071107,0.236912,0.362629,0.607566,0.028277,0,0,0.001528,0
2,0.02,0.139063,0.210906,0.006615,0.634858,0.958567,0.979301,0.2,0.135593,1.753027,0.138015,0.07191,0.613483,0.323596,0.062921,0,0,0,0
1,0.01,1.002813,0.000122,0.766409,0.04439,0.501712,0.982508,0.511849,0.585205,0.593131,0.351387,0.764101,0.772826,0.198504,0.012465,0,0,0.016204,0
1,0,0.846875,0.005229,0.802692,0.378206,0.919697,0.99621,0.571429,0.301047,0.072426,0.998691,0.154244,0.633948,0.3631,0.001476,0,0,0.001476,0
5,0.92,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
2,0.245,0.243438,0.002073,0.458546,0.489417,0.939276,0.988418,0.648741,0.471893,1.119822,0.869822,0.132221,0.181001,0.740693,0.017972,0.057766,0,0.002567,0
3,0.87,0.176563,0.745175,0.833875,0.590001,0.958079,0.982483,0.57377,0.869027,0.00177,0.010619,0,0.107965,0.00354,0.217699,0,0,0.670796,1
1,0.03,1.005313,0,0.04072,0.37814,0.869575,0.997899,0.552,0.3404,0.074,0.1052,0.222878,0.770594,0.012745,0.000311,0,0.216351,0,0
1,0.01,0.993437,0.013298,0.53628,0.222864,0.907989,0.997133,0.994979,0.252693,0.31912,1.05386,0.299151,0.998113,0.001887,0,0,0,0,0
2,0,1.014375,0.062688,0.479718,0.21181,0.846884,0.997607,0.151329,0.011845,0.015274,1.211658,0.011707,0.633087,0.366913,0,0,0,0,0
1,0.02,1.007813,0.000066,0.053996,0.307239,0.87688,0.994955,0.761047,0.452953,1.428929,0.88038,0.380465,0.530543,0.048062,0.064806,0.253953,0,0.102636,0
5,0.98,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
2,0,1.014063,0.197403,0.743716,0.041662,0.728516,0.986603,0.281067,0.053172,0.00134,1.864611,0.310324,0,1,0,0,0,0,0
5,0.97,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.01,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
1,0.04,0.259688,0.38485,0.237632,0.33355,0.91909,0.990249,0.736759,0.006274,0.119197,0.967378,0.040915,0.991576,0.006017,0.002407,0,0,0,0
6,0.03,1.003125,0.237274,0.308265,0.322501,0.817776,0.998,0.534635,0.096127,0.069848,0.140733,0.099065,0.535202,0.383178,0.014019,0.067601,0,0,0
1,0.01,0.994687,0.287838,0.66362,0.071447,0.465306,0.988413,0.781155,0.285396,0.037904,0.201784,0.71819,0.998115,0.001257,0.000314,0,0,0.000314,0
1,0.04,0.056563,0.106987,0.618725,0.075081,0.662788,0.927169,0.879109,0.289256,0.016529,0,0.331492,0.834254,0.165746,0,0,0,0,0
1,0.01,1.011562,0.614192,0.861118,0.291788,0.952433,0.997996,0.93723,0.074636,0.023846,1.172499,0.002471,0.907013,0.092987,0,0,0,0,0
