@relation metaDMTraining

@attribute textProbability numeric
@attribute deviceType {1,2,3,4,5,6}
@attribute isReply {0,1}
@attribute isRetweet {0,1}
@attribute hashtagDensity numeric
@attribute urlDensity numeric
@attribute mentionDensity numeric
@attribute accountRep numeric
@attribute statusesPerDay numeric
@attribute favoritesPerDay numeric
@attribute class_attr {0,1}

@data
0.02,1,0,0,0,0,0,0.887476,9.271277,10.428723,0
0.11,2,0,0,0.333333,0,0,0.517582,38.176101,17.773955,0
0,1,1,0,0,0,0.4,0.809336,72.205975,37.517296,0
0,1,0,0,0,0,0,0.475742,18.37299,2.35627,0
0.01,1,1,0,0,0,0.045455,0.699367,39.987505,11.867853,0
0.04,1,0,0,0.142857,0.142857,0,0.650573,2.177942,2.105742,0
0,1,1,0,0,0,0.076923,0.295019,24.361768,0.761562,0
0.02,1,1,0,0.125,0,0.125,0.229249,3.945324,0.060432,0
0.04,1,0,0,0.052632,0.052632,0.052632,0.787102,2.87454,0.391464,0
0.01,1,1,0,0,0,0.083333,0.407708,43.681193,199.082569,0
1,3,0,0,0,0,0,1,215.306806,0,1
0,1,1,0,0,0,0.066667,0.347561,0.468182,4.028409,0
0.9,3,0,0,0,0.166667,0,0.275806,1.328697,0.120081,1
0.05,1,0,0,0.142857,0.142857,0,0.417647,29.3125,53.4375,0
0.02,1,1,0,0,0,0,0.35809,8.524615,16.647439,0
0.05,3,0,0,0,0.058824,0,0.400936,0.719503,0.073815,0
0,1,0,0,0,0.333333,0,0.796657,1.798246,0.065789,0
1,3,0,0,0,0,0,1,218.338259,0,1
0.01,1,0,0,0,0,0,0.769703,53.193203,66.848332,0
1,3,0,0,0,0,0,1,217.285479,0,1
0,1,1,0,0,0.090909,0.818182,0.359314,69.049451,75.543956,0
0.99,5,0,0,0,0,0,0.998821,10.754913,0,1
0,2,1,0,0,0,0.5,0.532609,24.097368,57.390789,0
0,1,1,0,0,0,0.090909,0.319079,0.283067,2.834878,0
0.17,3,0,0,0.2,0.1,0,0.611857,8.226576,0.866269,0
0.01,2,1,0,0,0,0.055556,0.745921,74.749288,77.944444,0
1,5,1,0,0,0.142857,0.142857,0.999945,280.489471,0.001707,1
0.02,2,1,0,0,0,0.294118,0.607646,3.39366,1.288704,0
1,3,0,0,0,0,0,1,214.284615,0,1
0.99,5,1,0,0,0.125,0.125,0.999945,278.771119,0.001712,1
0,3,0,0,0.307692,0.076923,0,0.539762,6.504021,6.025469,0
0,1,0,0,0,0,0,0.490494,8.212418,4.127451,0
0.01,1,1,0,0,0,0.052632,0.373494,1.873982,0.415221,0
0.02,1,0,0,0,0,0,0.649007,3.918919,2.674775,0
0,1,1,0,0,0,0.058824,0.457538,9.811032,7.888662,0
0.01,2,1,0,0.090909,0,0.090909,0.476237,295.380872,133.768938,0
0,1,1,0,0.047619,0,0.047619,0.621212,2.228916,2.116938,0
0.01,6,0,0,0.357143,0.071429,0,0.318483,20.008013,21.830128,0
0,1,1,0,0,0,0.428571,0.502031,55.694969,81.570231,0
0,2,1,0,0,0,0.333333,0.582356,15.467824,5.752809,0
1,3,0,0,0,0,0,1,217.230011,0,1
0,1,1,0,0,0,0.090909,0.452891,0.589292,0.190801,0
0,1,0,0,0,0.5,0,0.276995,0.508505,0.41549,0
0.01,2,0,0,0.105263,0.052632,0,0.515848,0.397551,0.039251,0
1,3,0,0,0,0,0,1,214.784185,0,1
1,5,1,0,0,0.090909,0.090909,0.999945,278.500857,0.001713,1
0.01,2,0,0,0,0,0.142857,0.421918,0.896429,1.097143,0
0,1,1,0,0,0,0.2,0.581395,10.29816,7.104294,0
0.01,1,0,0,0,0,0,0.289623,48.12,0.36,0
0.01,2,1,0,0,0,0.037037,0.486373,80.380917,2.137491,0
1,3,0,0,0,0,0,1,214.760989,0,1
0,1,0,0,0,0.090909,0,0.515334,8.416463,0.726195,0
0.02,1,0,0,0,0,0,0.909244,3.76629,0.163705,0
0.04,2,0,0,0.176471,0,0.117647,0.476319,294.222081,132.882378,0
0.93,5,1,0,0,0.1,0.1,0.999945,278.024571,0.001714,1
1,3,0,0,0,0,0,1,217.988506,0,1
1,3,0,0,0.142857,0.071429,0,0.389635,2.043526,0.049378,1
0,1,0,0,0,0,0,0.289773,0.277756,0.131816,0
0.03,1,1,0,0,0,0.1,0.144737,0.128072,2.557568,0
0,1,0,0,0.285714,0.142857,0.142857,0.273924,13.268991,5.819728,0
0.02,1,0,0,0,0,0,0.799557,6.250957,0.024365,0
1,3,0,0,0,0,0,1,216.883288,0,1
0.95,5,1,0,0,0.111111,0.111111,0.999945,280.669323,0.001707,1
0.03,3,0,0,0.214286,0.071429,0,0.479705,1.623585,0,0
0.02,1,1,0,0,0,0.363636,0.553797,1.29727,1.558256,0
0.01,2,1,0,0.125,0,0.125,0.539295,42.916092,0.077011,0
0,2,1,0,0,0,0,0.793828,152.321871,127.92022,0
0.02,1,0,0,0,0,0.130435,0.657407,7.282051,17.032051,0
0.02,1,0,0,0,0.052632,0.052632,0.672209,7.822921,0.215678,0
0,1,1,0,0,0,0.5,0.410352,25.971631,0.953082,0
0,2,1,0,0,0,0.666667,0.207188,0.66249,0.358124,0
1,3,0,0,0,0,0,1,218.090312,0,1
0,1,1,0,0,0,0.333333,0.229508,0.299883,0.885064,0
0,2,1,0,0,0,0.058824,0.491324,34.407448,20.483023,0
0,1,0,0,0.1,0,0,0.255319,6.152174,12.98913,0
1,3,0,0,0,0,0,1,216.956164,0,1
0,1,1,0,0,0,0.75,0.392,3.220751,7.675497,0
0,2,1,0,0.090909,0,0.818182,0.675497,93.01278,0.559105,0
0,1,0,0,0,0,0,0.155515,0.250164,0.313198,0
0,2,1,0,0,0,0.153846,0.681564,1.338866,0.434302,0
0.05,1,0,0,0.235294,0.058824,0.058824,0.908046,4.173653,4.745509,0
1,3,0,0,0.142857,0.071429,0,0.00469,0.062293,0.004639,1
0.03,1,0,0,0,0.166667,0,0.548688,4.493683,2.194363,0
0,1,0,0,0,0,0,0.719723,12.618483,50.741706,0
0,2,1,0,0,0,0.25,0.927424,1.981104,0.691367,0
0,2,0,0,0,0,0,0.553846,6.008925,0.370939,0
0.02,2,0,0,0,0.111111,0,0.584775,0.935438,0.311499,0
0.01,1,0,0,0,0.125,0,0.244898,0.02069,0.066207,0
0,1,0,0,0,0.2,0,0.708978,4.083102,2.698061,0
0.11,1,0,0,0.133333,0,0,0.695455,1.039152,0.480424,0
0.01,1,1,0,0,0,0.142857,0.285714,0.019108,0.027298,0
0.02,3,0,0,0,0.2,0,0.39661,0.746534,0.062392,0
0,1,1,0,0.142857,0,0.142857,0.445528,6.665973,0.948355,0
0.04,1,0,0,0.055556,0,0.166667,0.403756,0.266309,0.28076,0
0,1,1,0,0,0,0.25,0.228916,1.09396,1.288591,0
0.02,6,0,0,0,0.0625,0,0.210606,3.442852,0.076197,0
0,1,0,0,0.083333,0,0,0.23756,0.503817,0.641221,0
0.09,2,0,0,0,0.05,0.05,0.412145,3.852977,2.274605,0
0.01,3,0,0,0,0.0625,0,0.571023,0.560073,0.000457,0
0,1,0,0,0,0.25,0,0.946381,141.145937,1.790216,0
0.91,5,0,0,0.052632,0.052632,0,0.975897,138.00074,0.002221,1
0.05,1,0,0,0,0,0,0.738133,3.17462,0.545553,0
0.97,5,1,0,0,0.083333,0.083333,0.999945,278.746005,0.001712,1
0.05,1,0,0,0,0,0,0.087591,0.283901,1.143621,0
0.05,3,0,0,0,0.071429,0.071429,0.413897,0.781853,0.205671,0
0.11,3,0,0,0,0.055556,0,0.368421,0.681255,0.039224,0
0,3,0,0,0.428571,0.071429,0,0.24024,1.052196,2.423297,0
0.01,1,1,0,0,0,0.090909,0.839657,19.885776,48.885057,0
0.01,1,1,0,0,0.052632,0.105263,0.269531,1.076023,5.461988,0
0,3,0,0,0,0.25,0,0.608108,0.536111,0.116667,0
0.03,3,0,0,0.133333,0.066667,0,0.089947,0.53871,0.06129,0
0,3,0,0,0.117647,0.058824,0,0.146853,0.280091,0.028009,0
0,1,1,0,0,0,0.333333,0.89407,5.70697,3.066856,0
1,3,0,0,0,0,0,1,213.731023,0,1
0,1,0,0,0,0,0,0.962909,13.676357,0.001401,0
0.03,1,0,0,0.111111,0.111111,0,0.044041,5.693966,1.109914,0
0.07,1,0,0,0.04,0,0,0.025,0.038168,0.101781,0
1,3,0,0,0,0,0,1,214.633516,0,1
0,1,1,0,0,0,0.2,0.45817,3.256328,6.688414,0
0,2,0,0,0,0,0,0.272727,42.254733,0.001721,0
1,3,0,0,0,0,0,1,218.05145,0,1
0,1,0,0,0,0,0,0.22314,1.120659,0.030721,0
0,1,0,0,0,0,0,0.688822,4.447236,2.124551,0
0.06,1,0,0,0,0.333333,0,0.540541,42.04244,1.308223,0
0,1,1,0,0,0,0.076923,0.686603,0.898812,1.321601,0
0.03,1,0,0,0,0.04,0,0.725567,57.971554,54.62035,0
0.02,2,1,0,0,0,0.142857,0.651182,30.69781,37.462044,0
0.07,1,1,0,0,0.041667,0.041667,0.490265,23.420112,3.487151,0
1,3,0,0,0,0,0,1,213.4978,0,1
0.01,1,0,0,0,0,0,0.624746,0.568905,0.57553,0
0.06,1,0,0,0,0,0,0.464052,2.039742,5.183805,0
0.04,1,0,0,0,0,0,0.484707,0.903322,2.116269,0
0.04,1,1,0,0,0,0.263158,0.297468,0.315696,0.496804,0
0,1,0,0,0,0,0,0.999534,55.113531,5.537535,0
0.01,2,1,0,0,0,0,0.801872,47.975439,13.543358,0
0,2,1,0,0,0,0,0.656241,89.832842,22.838086,0
0.02,2,1,0,0,0,0.0625,0.979529,14.556122,7.893707,0
0.05,1,1,0,0,0.04,0.04,0.463768,0.19613,0.040795,0
0.01,2,1,0,0,0,0.1,0.808795,3.851904,0.159273,0
0,2,0,0,0.266667,0.066667,0.133333,0.448387,0.970588,0.713235,0
0,1,1,0,0,0,0.111111,0.592179,47.641509,0.188679,0
0,3,0,0,0,0.058824,0,0.738476,2.224042,0.1223,0
0,1,0,0,0,0.038462,0,0.104909,20.168831,0.116883,1
0,2,1,0,0,0,0.6,0.581949,15.512245,5.766327,0
0.03,1,0,0,0.076923,0,0,0.528321,1.464367,4.997276,0
0.02,2,0,0,0,0.1,0,0.247657,8.107944,0.12362,0
0.03,2,0,0,0.2,0.1,0.4,0.956259,11.656738,1.292199,0
1,3,0,0,0,0,0,1,214.920923,0,1
0,1,0,0,0,0,0,0.857721,5.073892,3.399507,0
1,3,0,0,0.133333,0.066667,0,0.318801,0.683735,0.062249,1
0,1,0,0,0,0.055556,0,0.841603,44.44955,12.978521,0
0,1,1,0,0,0,0.5,0.442708,4.391085,3.594617,0
0.04,1,0,0,0.125,0,0.041667,0.268041,3.02903,0.411765,0
0.07,5,0,0,0,0.076923,0,0.992188,69.790676,0,1
0,1,0,0,0,0,0,0.492007,23.136108,3.40045,0
0.02,3,0,0,0.545455,0.090909,0,0.801066,2.239466,0.357113,0
0,1,1,0,0,0,0.125,0.805932,71.629045,36.771902,0
0.01,3,0,0,0.352941,0.058824,0,0.612284,0.17756,0.393569,0
0.03,1,0,0,0.210526,0.052632,0.052632,0.247012,1.471074,2.317591,0
0.01,1,0,0,0.111111,0,0.111111,0.396409,9.497833,3.01974,0
1,5,1,0,0,0.142857,0.142857,0.999945,279.990888,0.001708,1
0.07,3,0,0,0,0.045455,0,0.420697,0.447587,0.25624,0
0,2,0,0,0,0,0,0.766234,2.436782,0.195402,0
0.02,1,0,0,0,0,0,0.656198,11.03203,0.331844,0
0,1,0,0,0,0,0,0.359649,1.903808,0.106713,0
0,2,1,0,0,0,0.25,0.691006,2.55587,3.662753,0
0,1,0,0,0,0.5,0,0.610169,8.293897,5.963597,0
0.01,1,1,0,0,0,0.035714,0.221366,48.42126,2.496063,0
0.01,3,0,0,0,0.166667,0,0.604725,6.142021,2.219039,0
0,2,1,0,0,0,0,0.828823,2.201248,3.203146,0
0.01,1,0,0,0,0.111111,0,0.397698,4.774971,1.841561,0
0,2,0,0,0,0,0,0.592593,9.445361,5.625155,0
0,2,1,0,0,0,0.1,0.323171,1.247828,8.529035,0
0.02,1,0,0,0.153846,0.076923,0.230769,0.264758,0.195175,0.071637,0
0,2,0,0,0.307692,0,0.076923,0.535846,42.783314,0.075319,0
0.05,1,0,0,0,0,0,0.454545,1.370342,0.085811,0
0.07,3,0,0,0.166667,0.083333,0,0.670702,5.551339,1.763393,0
0.9,5,0,0,0.1875,0.0625,0,0.975911,137.948964,0.002219,1
0,2,1,0,0,0,0.666667,0.655323,8.982646,33.436009,0
0.01,2,1,0,0,0,0.04,0.639706,12.40107,5.786096,0
1,3,0,0,0,0,0,1,218.740153,0,1
0.03,3,0,0,0.428571,0.142857,0,0.726257,3.199862,0.019018,0
1,3,0,0,0,0,0,1,218.449672,0,1
0,1,1,0,0,0,0.333333,0.698582,11.75072,1.367435,0
1,3,0,0,0,0,0,0.871795,54.642857,0,1
1,3,0,0,0,0,0,1,218.19595,0,1
0.01,1,1,0,0,0,0.111111,0.950537,78.052161,1.049677,0
0.02,1,0,0,0,0,0,0.637405,6.418768,0.27521,0
0.01,1,1,0,0,0,0.111111,0.630794,23.129695,4.231221,0
0.01,1,0,0,0,0,0,0.34,0.732214,0.039169,0
0,1,0,0,0,0.066667,0,0.317757,1.419111,0.119866,0
0,1,0,0,0.777778,0,0,0.532389,1.775412,0.567308,0
0.01,3,0,0,0.5,0.166667,0,0.526316,0.558719,0.099199,0
0,2,1,0,0,0,0.5,0.939982,3.015138,0.053588,0
1,3,0,0,0.142857,0.071429,0,0.389635,2.04351,0.04936,1
0.01,2,1,0,0,0,0.117647,0.817647,2.946619,1.839265,0
1,3,0,0,0,0,0,1,215.978607,0,1
0.98,5,1,0,0,0.1,0.1,0.999945,278.147429,0.001714,1
1,3,0,0,0,0,0,1,215.675082,0,1
0.06,3,0,0,0,0.058824,0,0.366023,0.363363,0.089089,0
0.06,6,0,0,0.3,0.1,0,0.273973,1.909945,0,1
1,5,1,0,0,0.125,0.125,0.999945,278.205026,0.001713,1
0,1,0,0,0,0.5,0,0.496767,8.552098,0.555594,0
0,1,0,0,0,0,0,0.450967,18.197342,1.130368,0
0.01,1,0,0,0,0.1,0,0.451993,6.354522,4.264744,0
1,3,0,0,0,0,0,1,213.282334,0,1
1,3,0,0,0,0,0,1,214.771429,0,1
0,1,1,0,0,0,0.071429,0.494577,8.542527,0.553028,0
0.98,3,0,0,0.2,0.1,0,0.361502,0.439227,0.00513,1
0,1,0,0,0.133333,0,0.266667,0.169544,45.82906,0.094017,0
1,3,0,0,0,0,0,1,215.310099,0,1
0,2,0,0,0,0,0,0.68935,45.218045,39.263158,0
1,3,0,0,0,0,0,1,218.49699,0,1
0,3,0,0,0.545455,0.090909,0,0.264642,1.337931,0.085266,0
0,1,1,0,0,0.058824,0.176471,0.111111,0.146687,0.052122,0
0,1,1,0,0,0,0.076923,0.402622,14.782258,34.353495,0
0,1,1,0,0,0,0.142857,0.364728,7.553846,13.452308,0
1,3,0,0,0,0,0,1,216.803836,0,1
0.88,3,0,0,0,0,0,0.357143,4.012815,0.000413,1
0,1,1,0,0,0,0.5,0.536028,6.591506,17.135907,0
0,1,0,0,0.133333,0,0.266667,0.169544,45.957265,0.094017,0
0.01,1,0,0,0,0.166667,0.166667,0.184917,0.173089,0.012634,0
0.03,3,0,0,0.533333,0.066667,0,0.34981,4.157643,0.066667,0
0.02,1,1,0,0,0,0.142857,0.535484,12.131887,13.029894,0
0.98,3,0,0,0,0,0,0.875,54.634811,0,1
0,2,1,0,0,0,0.157895,0.47662,294.436626,133.220008,0
0,1,1,0,0,0,0.333333,0.989788,11.763209,0.164384,0
0,1,0,0,0,0,0,0.545991,28.359375,3.441406,0
0.64,3,0,0,0,0.142857,0,0.345,1.002233,0.737253,1
0,1,1,0,0,0,0.041667,0.463093,6.572187,29.322718,0
0.07,1,1,0,0,0,0.086957,0.987424,33.982244,0.519531,0
1,3,0,0,0,0,0,1,214.268132,0,1
0.05,1,0,0,0,0,0.05,0.655814,7.270968,17.006452,0
0,1,1,0,0,0,0.25,0.540224,38.340243,5.673407,0
1,3,0,0,0,0,0,1,217.861522,0,1
1,3,0,0,0,0,0,1,215.78101,0,1
0.04,3,0,0,0,0.0625,0,0.37931,0.288177,0.020525,0
0,1,0,0,0,0.25,0,0.37488,18.336019,1.088235,0
0,1,1,0,0,0,0,0.721259,15.986425,13.719457,0
0,1,1,0,0,0,0.333333,0.620021,23.111111,4.205761,0
0.94,3,0,0,0,0.142857,0,0.297297,0.542192,0.019473,1
0.02,1,0,0,0,0,0,0.29097,2.164939,0.089538,0
0.04,1,0,0,0.2,0.2,0,0.044041,5.665948,1.109914,0
0.99,5,1,0,0,0.111111,0.111111,0.999945,278.348943,0.001713,1
0.03,3,0,0,0,0.076923,0,0.548344,0.229255,0.011603,0
1,5,0,0,0.130435,0,0,0.813747,23.395802,0,1
0,1,1,0,0,0,0.2,0.273879,11.261035,13.694064,0
0.01,3,0,0,0.4,0.066667,0,0.215247,0.042278,0.000431,0
0.12,1,0,0,0,0.083333,0.083333,0.482328,1.040351,0.075789,0
0.03,1,0,0,0,0,0,0.563177,5.987004,20.179136,0
0,1,0,0,0,0,0,0.358247,2.886386,1.808031,0
0.99,3,0,0,0,0,0,0.06,1.081142,0.00136,1
0.05,3,0,0,0,0.0625,0,0.22549,0.05998,0.020649,0
0.88,5,1,0,0,0.1,0.1,0.999945,277.462243,0.001716,1
0,3,0,0,0.266667,0.066667,0,0.37757,2.189922,0.49677,0
0.06,1,0,0,0,0.047619,0.047619,0.458006,0.890555,0.679773,0
0.13,1,0,0,0,0.083333,0,0.351351,0.910667,1.692,0
0.12,1,0,0,0,0.125,0,0.543655,46.2,8.271429,0
0,1,0,0,0,0,0,0.465517,1.193075,0.807678,0
0,1,0,0,0,0,0,0.941144,82.763955,16.291069,0
0.01,1,0,0,0,0,0,0.457797,18.234656,6.655301,0
0,1,0,0,0,0,0,0.942155,8.604325,16.496201,0
0,1,0,0,0.272727,0,0,0.422234,6.171579,2.854386,0
0,1,1,0,0,0,0.04,0.255319,6.11236,13.089888,0
0.01,1,1,0,0,0,0.043478,0.464491,1.973739,4.893573,0
0.77,5,0,0,0,0,0,0.73362,9.732405,0,1
1,3,0,0,0,0,0,1,215.548299,0,1
0.02,1,1,0,0,0,0.25,0.908319,3.739978,0.161972,0
1,3,0,0,0,0,0,1,218.47046,0,1
0,1,1,0,0,0,0.142857,0.284415,4.227825,3.653791,0
0.03,1,0,0,0,0,0,0.85,1.465517,2.344828,0
0,2,1,0,0,0,0.125,0.538462,10.222753,17.32856,0
0.94,3,0,0,0,0.142857,0,0.50303,4.214632,1.881446,1
1,3,0,0,0,0,0,1,215.861218,0,1
0.04,1,0,0,0.1,0.1,0,0.520782,45.102941,8.514706,0
0,2,1,0,0,0,0.5,0.334763,13.636633,7.979272,0
0.04,1,0,0,0,0.05,0,0.410551,25.928962,0.938798,0
1,5,1,0,0,0.142857,0.142857,0.999945,277.534325,0.001716,1
0,1,1,0,0,0,0.0625,0.700501,39.923427,11.78696,0
0.01,2,0,0,0,0,0,0.440843,3.048689,3.927234,0
0,1,0,0,0,0.25,0,0.855057,24.578885,39.969158,0
1,3,0,0,0,0,0,1,218.650985,0,1
0.04,2,0,0,0.066667,0.066667,0.066667,0.453527,3.074332,0.385308,0
0.04,3,0,0,0,0.0625,0,0.381356,0.204082,0.033779,0
0.05,2,1,0,0.090909,0,0.090909,0.199383,0.50309,1.067985,0
0.03,1,0,0,0.090909,0,0,0.548387,0.613953,0.148837,0
0.04,1,0,0,0,0,0,0.670227,4.741726,1.377358,0
0,2,0,0,0,0,0,0.272727,42.608062,0.001715,0
0,1,1,0,0,0,0.333333,0.894984,11.762587,2.538628,0
0,1,1,0,0,0,0.333333,0.939968,8.363476,16.242513,0
0,1,1,0,0,0,0.6,0.535477,13.167832,15.121878,0
0.01,3,0,0,0.083333,0.083333,0,0.548077,0.397342,0.083721,0
0,1,1,0,0,0,0.058824,0.881944,0.477371,0.001078,0
0.02,1,1,0,0.153846,0.076923,0.153846,0.521855,0.478388,0.19011,0
0.39,3,0,0,0,0.083333,0.166667,0.173913,5.688312,0.714286,1
0,2,1,0,0,0,0.090909,0.746165,74.847277,78.064436,0
0.03,1,0,0,0,0,0,0.404615,34.52381,8.730159,0
0,1,1,0,0,0,0.047619,0.207951,6.280848,1.147172,0
0.1,1,0,0,0,0.058824,0,0.350081,2.266055,1.488073,0
0.89,5,0,0,0.294118,0.058824,0,0.997141,0.873439,0,1
0,1,0,0,0.25,0,0,0.327626,24.458924,44.3017,0
0,1,1,0,0,0,0,0.808976,72.313972,37.677394,0
0.01,2,1,0,0,0,0.095238,0.744814,73.990371,77.024251,0
0.96,5,0,0,0.388889,0.055556,0,0.397541,0.640891,0.011796,1
0.98,3,0,0,0,0,0,0.875,54.643583,0,1
0,2,0,0,0,0,0,0.247513,22.127976,8.575893,0
0,1,0,0,0,0,0,0.662145,7.294918,3.84755,0
0,2,1,0,0.086957,0,0.086957,0.476236,295.539535,133.904863,0
0.04,2,1,0,0,0,0.035714,0.556649,3.230508,1.861017,0
0.02,1,0,0,0.235294,0.058824,0,0.501636,3.026427,0.056025,0
0.88,5,1,0,0,0.111111,0.111111,0.999945,277.193936,0.001716,1
0.01,1,0,0,0,0,0,0.504638,1.831388,1.019455,0
1,3,0,0,0,0,0,1,217.823755,0,1
1,3,0,0,0,0,0,1,217.552026,0,1
0.01,2,0,0,0,0,0,0.997771,6.154969,2.230021,0
0.83,5,1,0,0,0.090909,0.090909,0.999945,280.084282,0.001708,1
0.1,1,0,0,0,0,0,0.282577,1.590237,15.140533,0
0.03,2,0,0,0,0,0,0.728222,6.781906,29.294023,0
0,1,1,0,0,0.1,0.8,0.502223,55.904008,81.726793,0
0,1,1,0,0,0,0.125,0.512247,1.058947,0.699298,0
0.01,1,1,0,0,0,0.083333,0.82247,39.866841,2.310705,0
0.01,1,1,0,0,0,0.045455,0.568627,51.338301,23.028316,0
0.05,1,0,0,0,0.05,0,0.53124,3.952425,3.727612,0
0.02,1,0,0,0,0,0,0.359211,8.633614,17.071393,0
0,1,1,0,0,0,0.333333,0.474745,1.902581,2.46378,0
0.02,1,0,0,0.076923,0,0,0.309278,3.838785,8.606893,0
0.03,3,0,0,0.15,0.05,0,0.67086,2.84904,0.849476,0
0.02,2,0,0,0,0,0,0.591636,2.637857,0.578571,0
0,1,0,0,0,0,0,0.841653,44.455772,12.978011,0
0.01,1,0,0,0,0.166667,0,0.88,60.525326,12.785379,0
0,1,1,0,0,0,0.142857,0.451977,0.928342,1.344029,0
0,2,1,0,0.090909,0,0.818182,0.675497,94.079872,0.559105,0
0,1,1,0,0,0,0.4,0.633245,6.250916,6.624542,0
0.05,1,0,0,0,0,0,0.699357,6.811584,13.334962,0
0,1,0,0,0,0.25,0,0.48267,7.675271,3.266412,0
0.28,3,0,0,0.111111,0.111111,0.111111,0.246479,1.008997,0.820069,0
0,1,1,0,0,0,0.25,0.48267,7.674419,3.27015,0
0.05,1,0,0,0.25,0,0,0.211909,0.415584,0.141677,0
0.02,1,1,0,0,0,0.25,0.392523,2.934043,0.951596,0
0.07,1,0,0,0.033333,0,0,0.223043,3.910005,1.650075,0
0.01,1,1,0,0,0,0.4,0.809351,72.386185,37.759027,0
0.01,1,0,0,0,0.043478,0.043478,0.62212,2.720152,1.295009,0
0.02,1,0,0,0,0,0,0.584416,5.700341,9.433031,0
0,1,0,0,0,0.25,0,0.678344,20.039846,18.573265,0
0.14,1,0,0,0,0,0,0.481397,2.28069,4.250829,0
0,1,1,0,0,0,0.333333,0.531923,18.944037,0.984862,0
0,1,1,0,0.1,0,0.2,0.251346,7.942971,0.029178,0
0.01,1,0,0,0,0.166667,0,0.491103,23.163105,3.408324,0
0,1,0,0,0,0,0,0.798892,6.245309,0.02467,0
0,1,0,0,0.045455,0,0.045455,0.293427,2.053247,1.473377,0
0.02,1,1,0,0,0,0.047619,0.841239,73.67672,12.91746,0
0,3,0,0,0,0.2,0,0.602916,20.450311,2.8794,0
0.07,1,0,0,0,0.071429,0,0.362405,3.80814,9.091085,0
0.02,1,0,0,0,0,0.111111,0.637464,158.522409,120.77451,0
0.04,1,0,0,0,0.05,0,0.746479,24.850269,0.411849,0
0,3,0,0,0.142857,0.142857,0,0.358357,2.345823,0.05168,0
0.02,1,0,0,0,0.25,0,0.403909,10.169385,1.12798,0
0,1,1,0,0,0,0.125,0.50211,35.632558,11.1,0
0,1,0,0,0,0.333333,0,0.37618,4.651257,1.577453,0
0.08,1,0,0,0,0,0,0.269231,0.09687,0.052161,0
0.02,1,0,0,0,0.071429,0,0.520408,0.204535,0.026234,0
0.05,1,0,0,0,0.0625,0.0625,0.174807,10.298122,14.723005,0
0.02,2,1,0,0.181818,0,0.090909,0.5,3,0.5,0
0.05,1,0,0,0,0.066667,0,0.521822,6.446764,0.929715,0
0,3,0,0,0.058824,0.058824,0,0.553004,3.242779,0.178817,0
0,1,1,0,0,0,0.333333,0.354536,1.5,0.227941,0
1,3,0,0,0,0,0,1,214.620879,0,1
0,3,0,0,0,0.058824,0,0.518349,2.994369,2.172297,0
1,3,0,0,0,0,0,1,217.11726,0,1
0,2,0,0,0.5,0,0,0.392771,5.153093,0.426791,0
0,2,1,0,0,0,0.166667,0.620527,18.498116,4.374786,0
0.01,1,1,0,0,0,0.076923,0.241342,0.673716,0.342523,0
0,2,1,0,0,0,0.25,0.1466,7.901024,11.959044,0
0.04,1,0,0,0,0.111111,0,0.358741,4.020913,9.819392,0
0.73,3,0,0,0,0.142857,0.142857,0.744148,43.794311,5.360503,1
0,2,1,0,0,0,0.166667,0.487279,10.787585,5.184287,0
1,3,0,0,0,0,0,1,218.054187,0,1
0.03,3,0,0,0.25,0.0625,0,0.336207,0.401605,0.038032,0
0,1,1,0,0,0,0.1,0.841239,73.677249,12.91746,0
0.01,2,1,0,0,0,0.1,0.744758,73.886907,76.91295,0
0.01,1,0,0,0,0.076923,0.230769,0.56453,265.896057,201.763441,0
0.07,3,0,0,0,0.052632,0,0.536741,7.085077,1.750349,0
1,3,0,0,0.142857,0.071429,0,0.157895,1.514124,1.694915,1
1,3,0,0,0,0,0,1,214.248488,0,1
0,1,1,0,0,0,0.047619,0.446565,16.258258,23.348348,0
0.05,2,0,0,0.272727,0.090909,0,0.458415,8.526498,3.592934,0
1,3,0,0,0,0,0,1,217.393757,0,1
0,1,0,0,0,0,0,0.580952,1.39312,4.637838,0
0,1,1,0,0,0,0.2,0.410351,14.864793,34.70415,0
0.02,3,0,0,0,0.071429,0,0.327014,0.08683,0.114219,0
0,1,1,0,0,0,0.142857,0.764962,2.051891,2.194436,0
0.04,2,0,0,0,0,0,0.272727,42.290017,0.001721,0
0.02,2,1,0,0,0.090909,0.090909,0.589147,0.202206,0.029412,0
0.01,1,0,0,0,0.090909,0,0.487385,12.938226,1.245025,0
0,1,1,0,0,0,0.375,0.367206,3.377317,12.903671,0
0.01,2,0,0,0.125,0,0.0625,0.348993,2.094456,1.021561,0
0,2,1,0,0.090909,0,0.818182,0.679245,97.648903,0.554859,0
0.04,3,0,0,0.133333,0.066667,0,0.453125,2.647892,0.744299,0
0.1,1,0,0,0,0.142857,0,0.462707,36.8,8.830769,0
0.04,1,0,0,0.25,0,0.083333,0.286567,5.768889,9.951111,0
0,1,1,0,0,0,0.25,0.568857,263.407273,199.323636,0
0.03,1,0,0,0,0.035714,0,0.402299,1.204985,0.768566,0
0,2,1,0,0,0,0.125,0.360138,4.248777,1.427406,0
0.98,5,0,0,0.130435,0,0,0.813747,23.4,0,1
0,1,1,0,0,0,0.095238,0.587912,25.280142,8.997636,0
1,5,1,0,0,0.1,0.1,0.999945,280.447353,0.001707,1
