@relation metaDMTraining

@attribute textProbability numeric
@attribute deviceType {1,2,3,4,5,6}
@attribute isReply {0,1}
@attribute isRetweet {0,1}
@attribute hashtagDensity numeric
@attribute urlDensity numeric
@attribute mentionDensity numeric
@attribute accountRep numeric
@attribute statusesPerDay numeric
@attribute favoritesPerDay numeric
@attribute class_attr {0,1}

@data
0,1,1,0,0,0,0.1,0.526316,0.555235,0.073007,0
0.94,3,0,0,0,0.166667,0,0.954231,22.511145,0.000507,1
1,3,0,0,0,0,0,1,23.215559,0,1
1,3,0,0,0,0,0,1,214.774176,0,1
0.05,1,1,0,0,0,0.1,0.481481,4.947265,3.508461,0
0,1,1,0,0,0,0.2,0.808976,72.326531,37.689168,0
0.03,2,1,0,0,0,0.105263,0.490613,13.666145,7.856025,0
0.04,2,0,0,0.076923,0.076923,0,0.999775,0.083253,0.001936,0
0.01,1,0,0,0,0,0,0.758425,89.861446,35.046687,0
0.81,5,1,0,0,0.111111,0.111111,0.999945,278.177042,0.001713,1
0.05,1,0,0,0,0,0,0.222222,0.944099,0.440994,0
0,1,1,0,0,0,0.052632,0.55642,7.223116,9.50256,0
1,3,0,0,0,0,0,0.875,54.65684,0,1
0.99,3,0,0,0,0,0,0.419355,12.596661,0.010105,1
0.03,2,1,0,0,0,0.142857,0.329043,61.006536,21.647059,0
0.04,1,0,0,0,0.047619,0.047619,0.646681,1.75914,0.024731,0
0,1,0,0,0,0,0,0.226681,2.692997,2.343241,0
0.08,2,1,0,0,0,0.066667,0.607376,66.743107,2.696718,0
0.02,1,0,0,0.1875,0.0625,0.0625,0.790531,5.114754,0,0
0,1,1,0,0,0,0.095238,0.949405,3.231818,0.891477,0
0.01,2,1,0,0,0,0.083333,0.745982,74.754986,77.950499,0
0,3,0,0,0.111111,0.055556,0,0.791861,36.817897,3.171464,0
0.04,2,1,0,0.090909,0.181818,0.090909,0.181377,1.773789,0.301499,0
0.12,2,0,0,0,0.0625,0.0625,0.447917,0.161166,0.032453,0
0,1,1,0,0,0,0.5,0.3856,2.423933,0.170376,0
0.01,2,1,0,0,0.0625,0.25,0.733213,11.349973,2.235326,0
1,3,0,0,0,0,0,1,218.159825,0,1
0.03,1,0,0,0,0,0,0.370629,4.659489,3.804172,0
0.99,5,0,0,0.052632,0.052632,0,0.994709,35.106269,0,1
1,3,0,0,0,0,0,1,23.231392,0,1
0,2,1,0,0,0,0.045455,0.712013,4.719353,1.870678,0
0,2,1,0,0,0,0.045455,0.310241,0.586697,0.426009,0
0.03,1,1,0,0.5,0,0.15,0.283614,48.274336,5.40708,0
0,1,0,0,0.4,0,0,0.692308,3.124887,0.166516,0
0,1,1,0,0,0,0.0625,0.809698,72.049567,37.325728,0
0,2,1,0,0.090909,0,0.818182,0.685185,99.965732,0.557632,0
0,1,1,0,0,0,0.045455,0.220766,48.566929,2.507874,0
1,3,0,0,0,0,0,1,213.95657,0,1
0.01,1,1,0,0,0,0.066667,0.32513,1.464758,10.047907,0
0.01,1,0,0,0.043478,0.043478,0,0.666667,8.516949,0.279661,0
1,5,1,0,0,0.142857,0.142857,0.999945,277.221396,0.001716,1
0,1,0,0,0,0,0,0.684211,0.902375,1.325418,0
0,1,0,0,0.041667,0,0,0.546939,2.296788,0.650609,0
0.09,3,0,0,0.181818,0.090909,0,0.308684,15.09408,0.931642,0
0.02,1,1,0,0,0,0.052632,0.003257,52.581633,32.853741,0
0.01,2,0,0,0,0,0,0.305618,18.090062,43.488354,0
0.02,1,0,0,0,0,0,0.991114,5.610589,0.737374,0
0.03,1,0,0,0,0,0,0.138468,0.243405,0.497202,0
1,3,0,0,0,0,0,1,217.222892,0,1
0,1,0,0,0.454545,0,0,0.475177,8.38764,9.101124,0
0,1,0,0,0,0,0,0.591623,4.575591,4.722047,0
1,3,0,0,0,0,0,1,214.431868,0,1
0,1,1,0,0,0,0.333333,0.423181,8.086331,4.935252,0
0,1,1,0,0,0,0.25,0.455752,1.949803,1.03248,0
0.02,1,1,0,0,0.0625,0.1875,0.663882,4.086882,0.947757,0
1,3,0,0,0,0,0,1,214.864835,0,1
0.03,3,0,0,0.363636,0.090909,0,0.455867,2.794654,1.788578,0
0,2,0,0,0,0,0,0.304348,42.430412,0.001718,0
0.03,1,0,0,0,0.111111,0.111111,0.191011,1.362104,0.292654,0
0,2,1,0,0,0.333333,0,0.359862,4.230832,1.41925,0
0.05,2,1,0,0,0,0.043478,0.332803,6.089116,2.044734,0
1,3,0,0,0,0,0,1,217.389923,0,1
0.05,1,0,0,0,0,0,0.257862,0.204691,0.004264,0
1,3,0,0,0,0,0,1,213.849368,0,1
0.4,3,0,0,0,0.066667,0,0.531714,27.433333,45.673333,1
0.03,1,0,0,0,0.125,0,0.414286,2.762131,2.021884,0
0,1,1,0,0,0,0.2,0.522397,67.382418,27.625275,0
0,2,1,0,0,0,0.058824,0.451282,0.466839,0.106485,0
0,1,1,0,0,0,0,0.946292,4.318396,2.570755,0
0,1,0,0,0,0,0,0.809792,72.174528,37.471698,0
0.01,1,0,0,0.133333,0,0,0.34,0.035294,0.021925,0
0.01,1,0,0,0,0.125,0,0.214095,27.54955,112.459459,0
0,1,1,0,0,0,0.5,0.804871,71.476303,36.624803,0
0.01,1,1,0,0,0,0.157895,0.497561,0.34923,0.042186,0
0.01,1,0,0,0,0.0625,0.0625,0.33694,5.803922,5.838002,0
0.1,1,0,0,0,0.045455,0,0.641326,1.020228,1.801517,0
0.02,1,0,0,0,0.0625,0,0.135705,0.217009,0.678152,0
0.05,3,0,0,0.2,0.066667,0,0.693133,0.654476,0.004876,0
0.05,1,0,0,0,0,0,0.574032,5.441389,0.563435,0
0.15,1,0,0,0,0.058824,0.058824,0.38255,0.336649,0.073451,0
0,2,1,0,0,0,0.75,0.736342,39.939555,16.779427,0
0.01,3,0,0,0,0.058824,0,0.697842,0.396825,0.005456,0
0,1,1,0,0,0,0.090909,0.809335,71.875591,37.117323,0
1,3,0,0,0,0,0,1,213.59846,0,1
0,2,1,0,0,0,0.333333,0.977469,0.894857,0.977143,0
1,3,0,0,0,0,0,1,216.015359,0,1
0,1,0,0,0,0,0,0.277778,13.8,0.6,0
0.02,1,1,0,0,0,0.166667,0.39441,0.408627,0.817253,0
1,3,0,0,0,0,0,1,212.970831,0,1
0,2,1,0,0,0,0.083333,0.447581,1.148677,1.006878,0
0.04,1,0,0,0,0.0625,0,0.741379,1.195226,1.1017,0
0,3,0,0,0.6,0.1,0,0.061224,0.078947,0.052632,0
0.01,1,1,0,0,0,0.038462,0.481481,2.228203,1.619409,0
0.01,3,0,0,0.454545,0.090909,0,0.648814,8.100606,1.301463,0
0,2,0,0,0,0,0,0.482135,1.195751,4.437478,0
0.14,3,0,0,0,0.052632,0,0.741468,0.675093,0.014505,0
0,1,0,0,0.235294,0.058824,0,0.50648,190.220577,45.152767,0
0,1,1,0,0,0,0.058824,0.474331,3.591155,0.325799,0
1,3,0,0,0,0,0,1,213.687569,0,1
0,1,1,0,0,0,0.285714,0.475285,4.759751,0.236971,0
0,1,1,0,0,0,0.125,0.698998,40.010972,11.889519,0
1,3,0,0,0,0,0,1,215.921558,0,1
0.02,1,1,0,0,0,0.041667,0.808935,72.267661,37.640502,0
0.04,1,0,0,0,0,0,0.305389,51.134615,0.423077,0
0,1,1,0,0,0,0.071429,0.363881,4.634097,3.752695,0
0.09,3,0,0,0,0.058824,0,0.598859,10.589687,0.051124,0
1,3,0,0,0,0,0,1,218.429978,0,1
0,1,0,0,0.0625,0.0625,0,0.48127,1.044834,0.076708,0
0.98,5,0,0,0.055556,0.055556,0,0.975939,138.721528,0.002204,1
0.01,2,1,0,0,0,0.105263,0.551174,42.697138,0.315183,0
0.1,2,0,0,0,0.052632,0.052632,0.329457,2.6375,2.9,0
0.15,3,0,0,0,0.1,0.2,0.451327,0.889439,0.016502,1
1,3,0,0,0,0,0,1,218.522715,0,1
0,2,1,0,0,0,0.285714,0.746287,74.860449,78.077608,0
0,2,1,0,0,0,0.076923,0.329688,61.06199,21.673736,0
1,3,0,0,0,0,0,1,213.310402,0,1
0,1,1,0,0,0,0.333333,0.809335,71.874803,37.116535,0
0,1,1,0,0,0,0,0.771072,52.060683,65.351454,0
0,2,1,0,0,0,0.125,0.632748,1.630528,1.230147,0
0.9,5,0,0,0.421053,0.052632,0,0.401222,0.602597,0.011688,1
0.05,1,0,0,0,0,0,0.219925,2.043651,13.015873,0
0,2,0,0,0,0,0,0.597561,9.411643,5.61313,0
0.1,3,0,0,0.444444,0.111111,0,0.427205,7.518839,2.613791,0
0,1,0,0,0.142857,0.071429,0,0.580608,2.18538,0.145505,0
0,1,1,0,0,0,0,0.541634,9.559073,1.016562,0
0,1,1,0,0,0,0.5,0.557411,13.275132,4.653199,0
0,2,0,0,0,0.166667,0.333333,0.914018,0.895341,0.102744,0
0.01,1,1,0,0,0,0.25,0.343874,12.425856,2.821293,0
0.04,1,0,0,0,0.0625,0.125,0.544875,4.558667,0.285333,0
0.03,1,0,0,0.133333,0.066667,0,0.769863,14.892841,2.782609,0
0,1,0,0,0,0,0,0.735654,44.024145,52.334004,0
0.02,1,1,0,0,0,0.111111,0.805755,21.785714,4.816109,0
0.01,2,0,0,0.052632,0,0,0.393958,16.148633,5.24673,0
0,1,1,0,0,0,0.25,0.487761,12.009629,2.8026,0
0.01,1,0,0,0,0.05,0,0.756802,13.447055,3.828892,0
1,3,0,0,0,0,0,1,216.660822,0,1
0.02,1,1,0,0,0,0,0.806543,71.750197,36.949567,0
0,3,0,0,0,0.142857,0,0.310633,1.061862,0.173666,0
0.02,1,0,0,0,0,0,0.161376,0.495928,0.256561,0
0.01,1,0,0,0,0.083333,0,0.55514,3.456221,0.554059,0
0,1,1,0,0,0,0.222222,0.814941,39.861708,2.223677,0
0,1,0,0,0,0,0,0.809336,72.220126,37.538522,0
0.02,1,0,0,0,0.090909,0.090909,0.574985,10.018843,2.542396,0
0,1,0,0,0,0,0,0.710866,1.111796,6.998356,0
0,1,1,0,0,0,0.142857,0.151163,0.320093,1.820093,0
1,3,0,0,0,0,0,1,216.464364,0,1
0,2,1,0,0,0,0.041667,0.746104,75.048026,78.286019,0
0.01,1,1,0,0,0,0.136364,0.700237,39.94316,11.824176,0
0.02,1,1,0,0,0,0.090909,0.856718,3.77551,0.570382,0
0.03,1,0,0,0.052632,0.052632,0.157895,0.376141,1.019629,1.685932,0
0.01,1,0,0,0,0,0,0.358632,4.005725,9.717557,0
0,2,1,0,0,0,0.25,0.180851,0.636364,0.242424,0
0,1,0,0,0,0,0.037037,0.268692,3.259419,0.392857,0
0,1,0,0,0,0,0,0.745729,24.830162,0.411849,0
0.01,2,1,0,0.090909,0,0.818182,0.679245,97.724138,0.554859,0
0.01,1,0,0,0,0,0,0.532124,18.956342,0.982996,0
0,2,1,0,0,0,0.2,0.62017,18.500343,4.374572,0
0,1,0,0,0,0,0,0.879292,0.223529,0.015546,0
0,1,0,0,0,0,0,0.436019,1.775127,1.170644,0
0.05,1,0,0,0,0,0,0.899373,42.431718,32.803084,0
0.01,1,0,0,0,0,0,0.989026,27.129302,39.692558,0
0.01,1,0,0,0,0,0,0.41978,1.197459,1.861302,0
0,2,0,0,0,0,0,0.304348,42.15,0.001724,0
0.01,2,1,0,0,0,0.111111,0.582418,2.947962,0.211285,0
0,3,0,0,0.666667,0.111111,0,0.401598,8.000351,0.052244,0
0,1,1,0,0,0,0.5,0.539979,38.333502,5.675088,0
0.06,3,0,0,0.285714,0.142857,0,0.782258,2.392573,0.034483,0
0.08,1,1,0,0,0.038462,0.038462,0.19235,0.801213,0.131692,0
0,1,0,0,0,0.333333,0,0.445528,6.666389,0.929108,0
0.02,1,0,0,0,0,0,0.262042,3.200996,2.092719,0
0.01,1,1,0,0,0,0.157895,0.646696,5.615769,0.4,0
1,5,1,0,0,0.125,0.125,0.999945,279.393041,0.001711,1
0.12,1,0,0,0,0.052632,0,0.842083,0.926203,0.201886,0
0.01,1,0,0,0,0,0,0.450782,18.207354,1.135342,0
1,3,0,0,0,0,0,1,218.560722,0,1
1,3,0,0,0,0,0,1,218.474001,0,1
0.03,3,0,0,0,0.090909,0,0.714286,1.638801,0.064669,0
0,3,0,0,0,0.1,0,0.57622,9.459665,0.003594,0
0,1,1,0,0,0,0.125,0.890285,1.745221,0.805077,0
0.02,1,0,0,0,0.125,0,0.248188,0.7096,0.430294,0
0.01,2,1,0,0.136364,0,0.045455,0.537975,42.906071,0.076747,0
0,1,1,0,0,0,0.333333,0.427807,7.543362,2.247323,0
1,5,1,0,0,0.142857,0.142857,0.999945,280.539556,0.001707,1
0.64,3,0,0,0,0.142857,0,0.433726,12.379377,1.799923,1
0.02,2,0,0,0,0,0,0.565954,19.59741,5.735024,0
0,1,1,0,0.043478,0,0.043478,0.44497,4.187038,1.624787,0
0.87,5,0,0,0.235294,0.058824,0,0.975981,138.479735,0.002211,1
0,1,1,0,0,0,0.571429,0.305115,0.498235,0.083407,0
0.03,1,0,0,0,0.090909,0.090909,0.456058,7.078346,2.741023,0
0.05,1,0,0,0,0,0,0.768916,53.215723,66.865409,0
0,1,1,0,0,0,0.0625,0.76725,14.843159,3.251701,0
0.01,1,0,0,0,0,0,0.359948,8.716196,17.27786,0
0,1,1,0,0,0,0.166667,0.363636,0.095837,0.138256,0
0,1,0,0,0,0,0,0.511523,12.464625,15.960225,0
0.01,1,1,0,0,0,0.090909,0.872232,6.274831,2.514062,0
1,3,0,0,0,0,0,1,23.223856,0,1
1,3,0,0,0,0,0,1,217.920635,0,1
0.01,1,1,0,0,0,0.25,0.364908,246.238806,148.746269,0
0,1,1,0,0,0,0.333333,0.417566,8.763577,1.200219,0
0,1,0,0,0.071429,0.071429,0.071429,0.804393,0.654185,0.067548,0
0,1,0,0,0.285714,0,0,0.364621,1.584223,0.447409,0
0,1,1,0,0,0,0.181818,0.699301,0.156098,0.026016,0
0,1,1,0,0,0,0.375,0.468876,9.193144,6.818062,0
0.02,2,1,0,0,0,0.166667,0.999775,0.083212,0.001935,0
0,2,0,0,0.357143,0.142857,0,0.333333,4.538662,0.013051,0
0.03,1,0,0,0,0.111111,0,0.30625,0.350691,0.567127,0
0.01,1,0,0,0.333333,0,0.083333,0.507682,2.117978,0.633103,0
0.04,2,1,0,0,0,0.055556,0.135514,0.900485,0.970874,0
0.03,1,1,0,0,0,0.058824,0.295019,24.362795,0.761562,0
0.06,1,0,0,0,0.045455,0,0.336489,2.719228,0.441271,0
0.02,1,0,0,0,0,0,0.680727,6.753036,4.756073,0
0,2,1,0,0,0,0.105263,0.427551,0.570179,0.872038,0
0,3,0,0,0.333333,0.083333,0,0.272727,0.040512,0.002488,0
0,1,1,0,0,0,0.5,0.316119,30.951389,167.069444,0
0.07,1,0,0,0,0.076923,0,0.380488,4.732577,1.600486,0
0.01,1,0,0,0,0,0,0.941851,8.628505,16.52979,0
0.01,2,0,0,0.111111,0,0,0.39934,0.138494,0.132102,0
0.04,1,1,0,0,0,0.111111,0.622517,8.024841,5.728481,0
0.03,2,1,0,0.142857,0,0.142857,0.888322,31.676171,48.688391,0
0.05,2,1,0,0,0.047619,0.047619,0.463281,16.600462,4.725173,0
0,1,0,0,0.5,0,0,0.355161,10.77712,8.419132,0
0.01,1,0,0,0,0,0,0.608817,21.653649,18.018842,0
1,3,0,0,0,0,0,1,216.629386,0,1
0.07,2,0,0,0.307692,0.076923,0,0.458512,8.568853,3.612582,0
0.07,1,0,0,0,0,0.125,0.688,8.176829,20.859756,0
0,1,1,0,0,0,0.083333,0.405089,13.424042,26,0
0,3,0,0,0.066667,0.066667,0,0.777778,1.378756,1.795248,0
0.01,1,0,0,0.105263,0,0.105263,0.242718,14.790476,0.025397,0
0,3,0,0,0,0.25,0,0.954971,1.419476,1.982295,0
0,1,1,0,0,0,0.25,0.694915,32.295962,4.690755,0
0.97,5,1,0,0,0.111111,0.111111,0.999945,279.781766,0.001709,1
0.02,1,0,0,0.2,0.2,0,0.735225,3.17781,0.548609,0
0,2,1,0,0,0,0.166667,0.264286,3.745702,7.748666,0
0,1,1,0,0.0625,0.0625,0.125,0.569937,13.994246,25.079402,0
0,1,1,0,0,0,0.285714,0.554512,62.91644,73.710263,0
0.08,4,0,0,0.2,0.1,0,0.930518,13.648276,0.00069,1
0,1,1,0,0,0,0.090909,0.164972,1.261947,1.942478,0
0.03,1,0,0,0,0,0,0.684964,0.908172,1.33348,0
0.02,1,0,0,0.055556,0,0.055556,0.524377,7.852212,0.010389,0
0,2,1,0,0,0,0.333333,0.369146,4.549513,1.534091,0
0,3,0,0,0.181818,0.090909,0,0.299363,0.131113,0.378425,0
0,1,1,0,0,0,0.166667,0.659751,3.789357,1.080931,0
0.02,1,1,0,0,0,0.222222,0.901906,33.29996,1.91355,0
0,1,0,0,0,0,0,0.941082,8.399883,16.294774,0
0.02,1,1,0,0,0,0.1,0.809712,72.11487,37.399685,0
0.02,1,1,0,0,0,0.035714,0.321839,18.248565,9.963355,0
0,1,1,0,0,0,0.214286,0.606447,3.389522,1.261941,0
1,3,0,0,0,0,0,1,217.160548,0,1
0.07,3,0,0,0.142857,0.071429,0,0.146853,0.284473,0.027956,0
0,1,0,0,0,0.083333,0,0.699446,39.993944,11.873581,0
0.02,2,0,0,0,0,0,0.597561,9.408509,5.613383,0
0.01,2,0,0,0.5,0.1,0,0.351752,0.70734,0.368923,0
0.07,3,0,0,0,0.041667,0,0.092593,0.176471,0.029412,0
1,3,0,0,0,0,0,1,214.948929,0,1
0.01,2,1,0,0,0,0.055556,0.836806,0.046711,0.08103,0
0,2,1,0,0.090909,0,0.818182,0.679245,97.680251,0.554859,0
0.79,5,1,0,0,0.076923,0.076923,0.999945,279.422463,0.00171,1
0.02,2,0,0,0,0,0,0.924255,7.378531,4.80226,0
0.01,1,1,0,0,0,0.1,0.422156,6.078725,25.883786,0
0.11,3,0,0,0,0.090909,0.090909,0.393768,3.267425,0.151494,1
0.02,1,0,0,0.222222,0.111111,0,0.664794,4.415081,0.480431,0
0,1,1,0,0,0,0.25,0.57154,13.622285,14.610009,0
0.07,3,0,0,0,0.083333,0,0.290625,1.27827,1.460121,0
0.05,1,0,0,0.095238,0,0,0.336016,1.113523,0.919866,0
0.01,1,0,0,0,0,0,0.284349,5.784012,9.850884,0
1,3,0,0,0,0,0,0.789474,10.023692,0.000987,1
0.01,1,1,0,0,0,0.157895,0.290054,5.149176,2.364246,0
1,3,0,0,0,0,0,1,217.073425,0,1
0,2,1,0,0,0,0.5,0.672824,2.944792,17.026042,0
0,1,0,0,0,0.083333,0,0.484663,8.239623,0.022642,0
0.04,2,1,0,0,0,0.090909,0.288136,7.527273,0.540909,0
0,2,1,0,0,0,0.25,0.307422,1.49361,1.827237,0
0,2,1,0,0,0,0.4,0.728928,15.711968,5.842799,0
0,1,1,0,0,0,0.1,0.363881,4.634097,3.756065,0
0.02,2,1,0,0,0,0.058824,0.341693,3.977484,1.85083,0
0,1,0,0,0.041667,0.041667,0.041667,0.201547,6.985324,0.116184,0
0.03,3,0,0,0.117647,0.058824,0,0.782258,2.391862,0.034498,0
1,5,1,0,0,0.111111,0.111111,0.999945,279.74188,0.001709,1
0.03,1,0,0,0,0,0,0.615707,30.359629,1.416087,0
0,1,0,0,0,0,0,0.749753,13.61267,11.612217,0
0,1,0,0,0,0,0.142857,0.700422,7.685535,19.742138,0
0,1,1,0,0,0,0.166667,0.474331,3.592138,0.32629,0
0,2,0,0,0,0,0,0.304348,42.496137,0.001717,0
0.01,1,1,0,0,0,0.066667,0.51035,14.099455,1.685595,0
0.01,1,1,0,0,0,0.333333,0.044944,3,9,0
0,1,0,0,0,0,0,0.340291,6.118473,0.888827,0
0.01,1,1,0,0,0,0.041667,0.662736,6.411121,6.909754,0
0,1,1,0,0,0,0.5,0.870295,21.428221,10.730042,0
1,3,0,0,0,0,0,1,212.867841,0,1
0,1,0,0,0,0,0,0.138462,0.336629,0.088977,0
0.64,3,0,0,0,0.166667,0,0.669775,6.807679,1.571865,1
0,1,0,0,0,0,0,0.808465,29.983673,106.771429,0
0.83,5,1,0,0,0.1,0.1,0.999945,277.040641,0.001717,1
0.06,1,0,0,0,0,0,0.68321,8.373943,7.200895,0
0.06,3,0,0,0,0.055556,0,0.772429,4.156764,0.411715,0
0.01,1,0,0,0.285714,0,0,0.418605,0.112226,0.005474,0
1,5,1,0,0,0.111111,0.111111,0.999945,277.271739,0.001716,1
0.05,2,0,0,0.357143,0.071429,0,0.45898,8.578443,3.614499,0
0.01,1,0,0,0,0,0,0.707516,1.121566,0.76505,0
1,3,0,0,0.133333,0.066667,0,0.287129,0.396514,0.047059,1
1,3,0,0,0,0,0,1,213.418592,0,1
1,5,0,0,0.083333,0.083333,0,0.975897,137.979275,0.002221,1
0.01,2,0,0,0,0,0,0.379433,0.218872,0.47641,0
1,5,1,0,0,0.111111,0.111111,0.999945,279.579818,0.00171,1
0,1,0,0,0,0.0625,0.0625,0.984163,5.821878,4.440465,0
0,1,0,0,0.0625,0,0.0625,0.364706,3.868742,4.716728,0
1,5,1,0,0,0.142857,0.142857,0.999945,278.192,0.001714,1
0.02,1,0,0,0,0.125,0.125,0.565141,265.580645,201.458781,0
0,1,1,0,0,0,0.2,0.799225,5.697049,5.252459,0
0.85,5,1,0,0,0.090909,0.090909,0.999945,279.765812,0.001709,1
1,3,0,0,0.142857,0.071429,0,0.253012,0.906749,0.002576,1
0.89,5,1,0,0,0.125,0.125,0.999945,277.563751,0.001715,1
0.02,1,1,0,0,0,0.230769,0.638822,8.464637,20.070727,0
0,1,1,0,0,0,0.833333,0.722222,56.344334,53.421342,0
0,1,1,0,0,0,0.5,0.71848,12.594787,50.606635,0
0.03,1,0,0,0,0,0,0.663657,2.758434,0.684298,0
0.01,1,0,0,0.142857,0.142857,0.142857,0.576159,16.832817,3.965944,0
0.01,2,0,0,0,0,0,0.261996,25.146775,13.697816,0
0,1,0,0,0,0.333333,0,0.466392,38.584615,8.876923,0
1,3,0,0,0,0,0,1,215.241076,0,1
0.01,2,1,0,0,0,0.142857,0.746043,74.805912,78.012108,0
0.01,1,0,0,0,0,0,0.544379,9.325891,2.689233,0
0.06,2,0,0,0,0.052632,0,0.452854,1.850515,0.138144,0
0.07,3,0,0,0,0.066667,0.133333,0.734488,2.105917,3.797041,0
0.01,1,1,0,0,0,0.666667,0.344776,11.673709,13.633803,0
0.01,3,0,0,0.055556,0.055556,0,0.516928,0.793022,0.034889,0
0,1,0,0,0,0,0,0.579677,2.394286,0.148571,0
0.98,5,1,0,0,0.111111,0.111111,0.999945,279.471494,0.00171,1
0.09,1,0,0,0,0.045455,0.045455,0.571056,2.938974,0.315303,0
0,1,1,0,0,0,0.166667,0.608696,0.862832,4.060841,0
0,1,1,0,0,0,0.142857,0.46285,9.133595,0.053607,0
1,3,0,0,0,0,0,1,216.854795,0,1
1,3,0,0,0,0,0,1,214.947282,0,1
0,2,1,0,0,0,0.6,0.744141,73.624063,76.598358,0
0.01,1,1,0,0,0,0.166667,0.232558,1.126667,1.413333,0
0.1,2,0,0,0.071429,0,0,0.474195,9.457352,0.087734,0
1,5,1,0,0,0.090909,0.090909,0.999945,280.3582,0.001708,1
0,1,1,0,0,0.333333,0.333333,0.675528,136.036697,44.280875,0
0,1,0,0,0,0,0,0.432229,3.329,2.281,0
0.01,1,1,0,0,0,0.25,0.282723,8.602469,6.165432,0
0,1,0,0,0,0,0,0.474107,10.202987,0.041746,0
0,1,1,0,0,0,0.25,0.278261,3.790517,8.048832,0
0,1,1,0,0,0,0.166667,0.416021,2.059261,0.052114,0
0.01,1,1,0,0,0,0.105263,0.516315,1.672627,0.775649,0
0,1,1,0,0,0,0.2,0.624473,6.447336,8.287485,0
0,2,0,0,0.1,0.1,0.4,0.289185,1.768364,0.639569,0
0.08,1,0,0,0,0.125,0.125,0.189531,0.052632,5.068826,0
0,1,0,0,0,0.25,0.25,0.787466,13.613387,1.482977,0
0,2,0,0,0,0.05,0.1,0.692215,5.454208,11.414604,0
1,3,0,0,0,0,0,1,215.163646,0,1
0,1,1,0,0,0,0.833333,0.502287,55.825447,81.696109,0
0.03,1,0,0,0,0.2,0,0.235294,2.921788,1.52514,0
0,1,1,0,0,0,0.4,0.36142,1.667349,1.755319,0
0.19,2,0,0,0.214286,0.071429,0,0.457793,8.545873,3.598464,0
0.04,3,0,0,0,0.125,0,0.320527,1.543588,0.436164,0
0.58,5,1,0,0.333333,0.066667,0,0.975854,138.105613,0.002216,1
0.01,3,0,0,0.214286,0.071429,0,0.399471,1.087094,0.02574,0
0.03,1,0,0,0,0,0,0.937196,19.947703,10.416254,0
0.02,3,0,0,0.545455,0.090909,0,0.467391,8.90601,0.08246,0
0.02,1,1,0,0,0,0.055556,0.7,39.950379,11.829924,0
0.03,1,0,0,0.058824,0,0,0.617169,0.09233,2.99023,0
0.14,3,0,0,0,0.066667,0,0.704327,6.960043,0.0018,0
0,2,1,0,0,0,0.041667,0.74586,74.652654,77.800143,0
0,1,1,0,0,0,0.2,0.268371,6.070707,12.757576,0
0,2,1,0,0.090909,0,0.818182,0.677632,96.35443,0.560127,0
0.02,3,0,0,0.461538,0.076923,0,0.340969,11.566441,8.064752,0
0,1,1,0,0,0,0.058824,0.809591,72.01967,37.290323,0
0.88,5,1,0,0,0.142857,0.142857,0.999945,278.154286,0.001714,1
0,1,0,0,0,0,0,0.442748,10.048421,8.340526,0
0.09,3,0,0,0.058824,0.058824,0,0.587556,0.879902,0.183007,0
0.02,1,1,0,0.090909,0,0.272727,0.052632,0.308333,4,0
0,1,1,0,0,0,0.111111,0.428274,8.431561,2.752833,0
0,1,0,0,0,0.5,0,0.980013,28.565543,6.773676,0
0,1,1,0,0,0,0.125,0.837545,19.885633,48.997141,0
0.04,1,0,0,0,0,0,0.13198,23.003731,0.063433,0
1,5,1,0,0,0.111111,0.111111,0.999945,280.914107,0.001706,1
0,1,0,0,0,0,0,0.730663,1.271599,3.807349,0
0,1,1,0,0,0,0.333333,0.121511,13.086721,2.674119,0
1,5,1,0,0,0.142857,0.142857,0.999945,280.615822,0.001707,1
0.05,1,0,0,0,0,0.133333,0.616643,74.643623,128.967819,0
0.95,5,1,0,0,0.111111,0.111111,0.999945,278.318675,0.001713,1
0.01,1,0,0,0,0.043478,0,0.144809,0.753455,0.860697,0
0.01,1,1,0,0,0,0,0.669186,4.747837,1.386279,0
0.01,1,0,0,0,0.090909,0,0.760099,2.92154,0.63676,0
0.02,1,0,0,0,0,0,0.819659,26.08982,23.478293,0
0,1,0,0,0,0,0,0.119403,0.522555,0.345243,0
0.02,1,0,0,0,0,0,0.526455,1.673898,0.071124,0
1,5,1,0,0,0.142857,0.142857,0.999945,279.760547,0.00171,1
0.06,1,0,0,0,0,0,0.468707,56.635747,38.515837,0
0,1,1,0,0,0,0.1,0.338504,2.640385,1.775,0
0.04,1,0,0,0,0,0,0.303887,0.651291,0.286077,0
1,3,0,0,0,0,0,1,213.30473,0,1
0,1,1,0,0,0,0.043478,0.809335,71.882677,37.125197,0
0.02,1,0,0,0.266667,0.066667,0,0.211477,9.92868,0.861153,0
0.02,1,0,0,0,0,0,0.765009,18.260732,2.124369,0
0.01,1,0,0,0,0,0,0.926136,31.2457,12.260442,0
0,1,0,0,0.142857,0.142857,0,0.187205,2.139505,8.344198,0
0.01,2,1,0,0,0,0.04,0.619243,2.255978,0.303495,0
0.01,1,0,0,0.045455,0,0,0.724211,1.39566,0.029295,0
0.99,5,1,0,0,0.111111,0.111111,0.999945,278.644977,0.001712,1
0.01,3,0,0,0,0.041667,0,0.711694,5.065767,0.134649,0
0,1,0,0,0.117647,0,0.176471,0.160784,0.093301,0.519139,0
0,1,0,0,0,0.25,0,0.536278,0.404489,0.339064,0
0,2,1,0,0,0.0625,0.0625,0.888184,31.76355,48.810976,0
